UrbanPopulation,Surface_Area_of_Built_District,Road_Surface_Area_Per_Capita_m2,Parkland_per_capita,Rate_of_non_hazardous_treatment_of_domestic_waste(%),Population_urbanization,GDP,First_sector_of_GDP,Industrial_wastewater_discharge_(tonnes),Industrial_fume_emissions_(tonnes),Comprehensive_industrial_solid_waste_utilisation_rate(%),Citycode,Area_of_administrative_districts,Greening_coverage_in_builtup_areas,Year,CO2,ISA,NPP,NTL,PD,pm2.5,Science_expend,SO2_REMOVE,Sewage
56.41,83.66,18.11,11.68,100.0,0.5364,36764121,7.5,3366,19408,99.41,130900,14140,37.74,2018,42707431.7778627,3019.46,283.721386030168,15.1909516163,355.898089477727,56.1272631866,57651.0,167863.0,99.91
50.74,69.66,18.85,13.93,97.98,0.6001,31082249,6.33,1036,10507,90.37,131000,6415,47.7,2018,33950389.0465316,1889.66,315.045779140495,25.3560960399,471.795144315932,55.1571478889,56004.0,26039.0,96.67
60.98,75.59,15.63,12.28,100.0,0.5206,15586909,12.86,741,3527,78.29,131100,8834,40.33,2018,30258681.5678102,2066.96,280.0665872156,8.34452736318,348.10845405074,59.5838684945,45227.0,27544.0,98.13
293.46,340.0,16.55,12.05,96.82,0.8487,38844778,1.06,3424,16686,36.35,140100,6905,44.67,2018,55355244.189838,753.45,423.442084747317,13.1978849775,427.415162808945,44.9502976477,250447.0,916040.0,93.0699999999997
122.75,125.2,19.0,14.15,92.85,0.6397,12719598,5.08,2082,18426,19.0,140200,14059,42.87,2018,55023669.990498,815.7,356.668946804087,5.56261987639,161.91118713971,34.6054608138,21855.0,427140.0,89.833333333333
61.91,62.2,16.74,9.79,80.15,0.6849,7336944,1.45,389,11087,15.53,140300,4564,37.89,2018,17555794.9086338,223.03,428.874474535168,6.67654808959,210.03756840704,47.482540112,6539.0,621199.0,93.38
71.48,59.3,10.65,10.8,97.39,0.5396,16456336,3.89,4629,27270,49.49,140400,13967,47.31,2018,60193436.1298464,567.93,476.099392302504,6.78225748803,171.625495049505,49.5346048962,19628.0,172137.0,95.17
49.8,47.87,12.37,12.13,100.0,0.5988,13518530,3.64,3174,19975,47.41,140500,9425,45.8,2018,39837007.0894911,434.55,483.980523672884,5.72700233694,175.179863582444,51.5074148945,15057.0,277103.0,100.0
37.86,49.7,23.08,15.42,100.0,0.5631,10656332,5.43,1119,40865,38.0,140600,10630,40.16,2018,42050564.4759825,528.64,335.517862451408,6.21286802747,110.669234592445,35.5653966819,5616.0,242787.0,95.14
43.54,84.0,25.78,16.3,100.0,0.5537,14476039,7.87,879,5267,96.3,140700,16370,37.21,2018,39822570.2143225,921.07,459.032513860107,6.01768939856,140.530499229712,47.3689193799,22871.0,904729.0,96.3
53.0,66.0,12.95,10.92,100.0,0.502,15096407,14.95,5231,36695,24.18,140800,14234,37.21,2018,63796902.1400923,1645.23,468.813148216253,5.52444600774,263.774147235012,56.4724017633,18367.0,1189636.0,99.3333333333333
27.46,36.56,24.9,14.09,100.0,0.5095,9891298,7.04,822,14056,63.7,140900,25148,38.03,2018,30960293.7367201,621.27,403.594833545348,2.95195552908,84.5756729439302,37.4395314631,13771.0,220812.0,95.69
58.16,54.0,11.45,11.76,97.27,0.5254,14400430,6.51,4616,51450,74.98,141000,20310,38.68,2018,61776458.2483048,1208.54,462.875532204008,3.91798511509,153.497677436983,50.4964544503,11190.0,723315.0,97.27
27.9,33.32,15.53,15.85,88.04,0.5031,14203195,4.19,2206,43692,42.6,141100,21143,40.58,2018,56200514.4760632,806.78,424.519723961991,4.6665719697,124.502889240404,43.0460630556,17641.0,214865.0,89.11
155.82,260.0,12.5,16.91,99.89,0.6982,29035000,3.73,2435,85267,23.37,150100,17179,40.31,2018,63295572.7400492,612.48,291.904589990291,5.32791659386,113.21844327779,33.1171896386,33397.0,4559041.0,98.77
137.8,211.12,15.68,14.94,99.7,0.8357,29517900,3.1,3263,62764,40.94,150200,27737,44.5,2018,89462597.2506096,827.42,178.513173652696,2.26140522521,64.3077623226288,30.2462851627,48268.0,433233.0,95.88
44.96,62.3,26.8,19.43,100.0,0.9498,4959360,1.01,842,28969,63.0,150300,1656,43.0,2018,28435950.248228,196.91,103.791043307086,17.5719467956,219.0928,38.9262463845,10096.0,-1024837.0,98.1
77.55,106.07,25.44,18.82,100.0,0.3089,15498400,19.74,1337,9239,38.16,150400,86919,42.58,2018,37515545.435291,1507.72,307.690708455035,0.780449934442,32.5897289894767,25.5368755636,19085.0,-1826370.0,95.65
43.3,62.5,26.65,20.87,99.66,0.4943,13016000,20.78,2031,19778,54.35,150500,58861,42.16,2018,43279659.9063451,2220.08,280.506975045772,0.802969052553,34.4694540545102,27.6267304859,11453.0,620208.0,98.24
29.94,59.46,23.15,13.41,99.49,0.7263,12529000,21.48,3991,55654,16.07,150700,252851,36.05,2018,48472305.5824655,1153.17,478.069939065025,0.218038326972,6.27641813823112,18.0206654469,15352.0,87155.0,97.07
31.79,51.0,28.89,12.06,99.36,0.5486,8131300,22.67,2036,17957,37.52,150800,65072,36.27,2018,17217830.5544369,1060.88,157.001348896268,0.453904954872,17.1444755563031,32.4420042979,6865.0,66956.0,98.64
25.61,70.0,35.15,39.93,92.56,0.4974,7645200,15.93,641,20195,55.8,150900,54444,40.1,2018,61442371.7933239,590.34,229.169746238468,0.77787783005,26.1696439106119,28.5470629124,7360.0,7981.0,95.16
443.27,560.0,14.68,12.81,100.0,0.81,62923981,4.13,5369,8166,81.55,210100,12870,39.23,2018,43426741.1257466,2244.26,313.763407668621,13.4121212121,416.891673683689,39.1521940203,181126.0,436910.0,94.95
338.59,404.5,15.52,10.75,100.0,0.783,76684823,5.77,12907,17655,90.65,210200,13247,46.67,2018,48343409.7776152,2544.72,517.366339659468,10.9588674053,352.506120985504,34.1476794343,356622.0,496758.0,90.16
130.11,174.34,22.6,10.82,99.98,0.7597,17510580,5.53,2097,71075,41.11,210300,9253,39.83,2018,97764420.0003053,1118.6,447.545603299638,8.65205656915,265.703007254032,35.1500208672,9300.0,25348.0,93.11
120.75,141.34,11.71,11.61,100.0,0.7468,10488211,5.24,1933,13551,14.28,210400,11275,44.5,2018,25339421.3579026,487.59,562.571766600257,3.61728723404,126.464564239768,30.2612415138,3868.0,618829.0,82.3850000000002
81.64,109.0,12.64,11.44,100.0,0.7083,8230867,6.07,2893,62437,46.2,210500,8414,49.76,2018,28044888.4543063,339.11,585.137188016905,4.53817792578,136.428461538462,29.1006004162,2700.0,88924.0,96.59
63.38,84.89,12.57,12.51,100.0,0.68,8167389,16.69,713,5914,93.36,210600,14670,36.3,2018,14013965.5411814,690.45,584.100116506473,2.36997971602,112.66168520065,29.7117510733,9632.0,223244.0,64.77
95.6,77.1,12.62,14.66,94.46,0.5626,11924093,15.11,2233,22724,83.69,210700,9997,38.55,2018,12127913.6681091,1423.98,323.845115368836,5.70034705007,210.859768017724,37.7258968449,14216.0,425134.0,96.9
77.45,180.07,22.05,14.14,90.46,0.6478,13467208,7.62,2004,76023,95.83,210800,5331,37.57,2018,34798965.3211,925.79,471.122949586155,14.3688808007,311.900284196219,35.6634913158,4201.0,266060.0,91.9966666666678
75.14,76.5,12.42,12.09,100.0,0.424,4459906,21.37,614,6605,31.77,210900,10324,41.14,2018,11521684.9775383,900.35,328.634535109959,2.40281007752,115.985547355474,33.6254922706,2007.0,-92892.0,99.83
72.77,106.56,18.59,12.11,100.0,0.6242,8697260,8.72,2448,12717,26.87,211000,4732,42.72,2018,36214429.7341223,711.5,394.471301613345,15.3874867444,266.148280115116,36.7240692536,5622.0,462239.0,99.86
74.46,106.89,19.79,14.0,100.0,0.7318,12165782,7.95,2416,2376,79.53,211100,3661,43.18,2018,11197827.7928813,768.61,315.892082358447,21.5743402143,261.825758936591,38.9344545624,6528.0,13205.0,99.0
38.4,65.98,15.32,13.85,100.0,0.4407,6166189,22.98,1288,9896,60.76,211200,12981,32.21,2018,27718224.7473306,906.4,400.307266893167,3.43869923711,137.878814553991,34.8704705637,7834.0,278902.0,99.725
57.45,59.2,9.71,13.11,100.0,0.4001,8314297,21.22,485,58051,46.18,211300,19700,25.58,2018,26205414.5948073,1342.88,392.193068214894,2.54430958306,103.197804710725,33.2320988836,4106.0,15627.0,95.0
68.3,90.2,4.17,10.49,96.0,0.35,8127841,15.2,1738,3839,79.7,211400,10327,36.1,2018,17863253.3267757,998.09,440.983053288531,5.25696477477,172.551431466937,36.4413304416,12405.0,438330.0,98.6
361.92,541.73,16.38,13.84,96.76,0.5876,71757117,4.21,2653,15953,83.44,220100,20557,41.58,2018,47001917.117776,2079.08,339.274671839967,7.15122483628,227.113899421273,32.9082980232,121743.0,197913.0,93.05
125.46,191.73,13.05,12.21,87.0,0.5294,22102386,6.66,8735,28768,35.39,220200,27716,39.0,2018,36950197.1511544,822.0,525.577091280047,2.38580659134,103.310821147357,29.4612040534,20098.0,365025.0,97.15
54.41,62.0,11.85,9.25,86.91,0.3667,9443242,21.66,1402,9545,37.8,220300,14414,36.59,2018,14988024.8481473,674.1,345.014305800701,3.22203770636,144.980480389176,33.1352901272,5216.0,31018.0,85.91
43.39,57.77,9.23,14.32,91.03,0.517,8293000,8.53,1514,12893,72.53,220500,15559,36.59,2018,13084728.883078,413.63,576.019565556816,2.01924810094,99.069339333197,28.8668780082,40403.0,46132.0,95.12
37.42,47.57,10.49,5.46,84.75,0.743,6617099,8.03,447,4246,58.23,220600,17434,24.0,2018,9600154.63788109,195.98,643.317149901041,0.956843615495,49.1904151717068,26.8435826626,5148.0,55427.0,85.14
40.48,51.59,13.97,17.78,100.0,0.3289,13736009,12.97,705,3113,76.63,220700,21160,36.5,2018,9255467.7537062,1603.22,289.269413584796,1.95457764767,86.3972824515756,30.463569081,1966.0,-4953.0,96.75
24.22,45.34,13.63,7.85,100.0,0.4402,6065061,19.34,426,4600,77.94,220800,25756,34.25,2018,11583388.3700861,2337.68,253.671475707033,1.05493269193,49.6502175702693,26.5377686272,12740.0,22104.0,94.17
421.4,441.71,15.74,10.44,91.33,0.491,63004794,8.34,2042,25292,98.27,230100,53076,35.37,2018,43187905.5563293,2301.06,481.440464155466,2.96007686945,125.089451878014,29.3911287051,119777.0,40376.0,94.4666666666666
107.76,140.81,11.22,9.97,82.12,0.3883,13401571,22.83,2746,18492,79.25,230200,42259,38.28,2018,24114031.8673606,2256.29,362.94047122994,1.51310932324,76.4020143884892,24.7133242374,11429.0,5478.0,85.6133333333346
65.77,80.4,10.57,10.95,92.5,0.6601,5351782,35.37,1339,3746,27.39,230300,22466,39.6,2018,8454736.65274275,566.95,459.081496023212,1.08288544397,51.7924573817948,26.107575833,4734.0,31830.0,86.0
115.3,248.37,25.79,13.34,96.99,0.5282,28011583,7.13,3683,8638,61.58,230600,21193,43.68,2018,24602498.6740257,2972.17,314.578140170615,5.40985230972,84.2500349875444,27.4846741686,7125.0,80132.0,95.3
75.6,154.02,12.79,24.12,68.69,0.8094,2741523,37.85,515,9486,10.38,230700,32792,31.8,2018,11696733.6549348,342.86,570.723141357394,0.471711327649,21.0015851768353,20.8257509472,1856.0,2826.0,91.94
58.5,95.68,11.25,14.58,94.3,0.5309,10120491,35.29,379,3995,57.06,230800,32702,42.0,2018,14944956.7363331,922.66,408.97210919535,1.840669636,47.5659480988016,25.969925205,2682.0,13571.0,87.5
37.69,67.6,11.64,12.59,100.0,0.6205,2503258,12.35,388,6383,79.8,230900,6189,44.43,2018,11398053.2354522,230.16,467.116400783657,3.98265157049,92.480994293452,25.2520936052,1526.0,7729.0,94.0
66.5,82.24,15.9,11.63,96.88,0.6032,13027111,12.61,539,5516,61.59,231000,38796,27.6,2018,11900304.9741527,702.1,585.609754530068,1.0173355314,45.8797335480103,24.3347100943,10647.0,-13413.0,67.0
13.46,20.0,12.3,13.12,100.0,0.5844,5051299,44.19,814,5573,6.72,231100,66870,40.5,2018,6238728.16954781,741.08,499.047565554923,0.382346783118,14.6050317743183,20.9377458353,5086.0,83919.0,94.1150000000002
35.52,45.0,6.87,8.47,99.25,0.2521,13595852,35.23,809,2071,86.78,231200,34905,26.0,2018,12606708.8445411,1836.9,388.51245259553,1.98402775786,95.0158157415526,28.9044181765,4235.0,631.0,94.0160000000001
2423.78,1237.74,4.58,8.49,100.0,0.88,326798700,0.32,29144,16163,93.05,310000,8059,39.4,2018,188922189.730246,2534.56,556.854880305791,45.4604424447,2739.26181237161,34.4438289143,4263655.0,71649.0,95.2
622.79,817.39,24.2,15.47,100.0,0.825,128204000,2.13,15534,35914,88.4,320100,6586,45.1,2018,110150835.11288,1403.59,511.76040542664,32.0009097801,916.397547774219,45.8243010574,805440.0,1498832.0,79.3
225.79,343.09,27.6,14.91,100.0,0.7628,114386200,1.09,20622,52929,91.0,320200,4625,43.0,2018,54564297.4895019,1269.55,507.197959006427,41.7572069186,1063.35199743302,44.2899659077,496770.0,259327.0,97.3
195.76,271.3,22.47,14.29,100.0,0.651,67552300,9.35,3062,21252,98.0,320300,11146,44.0,2018,135388525.840885,2863.34,474.21611580763,17.0392526722,562.758681540304,57.809328988,254531.0,890255.0,93.0
161.83,267.8,20.85,12.19,100.0,0.7249,70502700,2.22,12407,32258,100.0,320400,4371,43.0,2018,67191487.719313,910.1,506.272538231248,33.6102587589,797.13149540518,46.8062189036,253942.0,105998.0,89.8
277.08,475.88,31.49,13.01,100.0,0.7605,185974700,1.15,39730,39669,94.0,320500,8664,41.0,2018,179947987.788653,2210.98,469.353962809172,45.144,955.698118255596,40.6894146838,1522777.0,-2180303.0,91.0
117.26,232.63,31.05,18.99,100.0,0.671,84270000,4.72,13351,4518,95.25,320600,9484,44.0,2018,46660710.0609545,1376.38,608.711434017912,25.5835530318,642.167755621553,37.7615058048,377790.0,568861.0,89.39
94.37,223.0,22.9,14.36,100.0,0.626,27717000,11.75,3770,13397,94.6,320700,7450,41.0,2018,49996460.1465978,1585.72,527.858641636977,17.8394980185,436.988356556595,46.5698761931,99205.0,14556.0,89.4
134.42,190.0,23.38,14.24,100.0,0.6244,36012500,9.96,3207,6904,98.2,320800,10033,42.0,2018,30908728.827537,1306.16,549.823792012944,9.97712580806,358.056619959966,48.2353553275,93497.0,266642.0,82.3
129.67,164.0,25.47,14.15,100.0,0.6403,54870800,10.45,9174,13182,98.2,320900,15492,43.0,2018,34046692.3011938,1959.99,609.736261348479,11.7144194172,365.545053987314,40.321348764,284450.0,-34450.0,86.2
106.78,171.83,22.91,19.01,100.0,0.6713,54661700,5.0,7366,11899,96.0,321000,6587,44.0,2018,29390984.1781115,985.1,541.033353189644,20.1564449855,507.728396412164,47.050161504,160500.0,506967.0,88.0
79.25,142.77,28.1,19.13,99.0,0.7124,40500000,3.42,5560,5755,96.0,321100,3842,43.0,2018,71174627.8499466,699.23,537.296574864911,33.4665446942,613.232853353543,48.3429898311,165004.0,609646.0,90.0
84.58,129.0,28.9,14.95,99.6,0.66,51076300,5.48,4312,5929,91.0,321200,5789,43.0,2018,49401794.8695403,930.02,510.744202281627,26.2758680256,606.210793007347,45.5448851128,151232.0,130832.0,82.7
72.3,94.26,25.01,15.5,100.0,0.6,27507200,10.94,5500,8642,66.2,321300,8525,44.0,2018,25393389.6896149,1445.21,532.730245881075,11.1575302266,406.343306033762,51.1130448427,117461.0,62674.0,87.9
386.12,615.22,13.59,13.8,100.0,0.774,135091508,2.26,23615,11629,87.03,330100,16847,40.63,2018,62559873.900743,1515.86,635.467507763973,14.2857142857,402.96562360304,30.395144877,1182090.0,183700.0,95.79
197.97,344.02,10.35,12.21,100.0,0.729,107454632,2.85,15086,17865,95.0,330200,9546,42.0,2018,89815474.7561416,1566.39,694.525924890133,28.410986677,673.872186909466,28.7438325169,782647.0,803576.0,82.99
154.14,260.62,15.36,12.89,100.0,0.7,60061616,2.36,4022,1585,98.49,330300,11598,38.69,2018,41609384.7044104,834.15,831.779653268923,16.0956486377,629.893864456623,24.3805256352,182536.0,121273.0,95.18
44.88,128.8,22.78,16.06,100.0,0.66,48719836,2.36,19104,7540,99.17,330400,4921,38.29,2018,36166443.6423549,784.41,522.227937736914,38.9701914708,871.11423255814,39.0474434885,238688.0,-14883.0,94.44
55.52,124.07,28.25,17.73,100.0,0.635,27190675,4.7,8280,14289,99.64,330500,5816,46.36,2018,21560313.5052565,610.87,568.042800269148,22.8397391901,381.54384186518,37.3573053359,157795.0,-235018.0,96.91
100.81,233.38,21.33,15.28,100.0,0.666,54168952,3.62,24758,5597,93.39,330600,8275,42.94,2018,18561574.3389607,894.88,650.040576181783,18.8378215191,484.759556682634,32.0017445109,315725.0,25788.0,95.6
57.91,105.97,25.77,12.01,100.0,0.677,41002319,3.31,6795,13135,97.73,330700,10946,40.42,2018,47261128.5847041,1017.5,667.912467933765,16.7475274725,381.335204710393,29.3035465653,211407.0,45961.0,95.77
29.89,74.38,35.49,15.21,100.0,0.58,14705816,5.5,9420,16716,99.0,330800,8844,43.0,2018,27601050.8910982,425.94,706.353347603341,5.85286473048,188.19906581741,27.3315980107,110800.0,-17684.0,95.68
51.41,64.84,21.94,16.8,100.0,0.681,13166986,10.83,1349,1279,96.93,330900,1324,41.87,2018,14444350.9539238,196.84,754.477960526315,32.7194821208,696.673456397199,26.2892488348,67847.0,16392.0,81.105
100.91,141.69,27.19,14.89,100.0,0.63,48746696,5.42,5114,8151,95.0,331000,9663,44.01,2018,37033838.7966019,876.92,795.040150877196,17.1279036145,497.325469039375,25.865742629,169642.0,690121.0,95.75
21.9,39.4,17.53,11.35,100.0,0.615,13946650,6.75,2603,7219,98.75,331100,17275,44.46,2018,7300321.60198245,264.19,797.691214237833,3.04002780513,96.3273006134969,23.3486222648,93193.0,2443.0,92.42
227.84,466.0,18.8,13.34,100.0,0.7497,78229061,3.55,4208,10550,80.71,340100,11425,43.37,2018,82022771.2077684,1384.37,492.692821579196,14.3804253094,493.23412116965,46.1541948097,919741.0,60378.0,94.67
115.2,179.0,23.78,12.92,100.0,0.6554,32785317,4.06,3765,26815,73.67,340200,6002,42.18,2018,38026693.9333903,539.91,513.764227553419,16.924804525,449.710622710623,43.708964793,598199.0,113089.0,93.43
80.97,149.0,22.15,13.56,100.0,0.5722,17146560,12.12,1682,2202,97.04,340300,5953,41.78,2018,11553257.833079,955.4,489.862316723476,9.51082033216,395.312673674036,52.2341928472,106434.0,88746.0,95.01
105.37,104.49,16.81,13.14,100.0,0.6411,11333064,10.8,5622,10000,85.43,340400,5531,45.35,2018,80250169.9796656,810.89,442.75582000969,11.0720476706,455.454426401257,51.9496021645,41055.0,-651150.0,95.09
59.0,99.7,20.45,15.02,100.0,0.6825,19181000,4.53,9039,57485,94.66,340500,4065,44.19,2018,55069327.6732605,425.21,490.710433037954,17.8755555556,413.970345075485,45.8739429468,116137.0,130628.0,94.59
63.35,88.56,18.36,17.43,99.76,0.6511,9851902,6.63,1484,7289,94.55,340600,2742,45.82,2018,28269278.8820944,613.47,460.629202623402,16.9421186749,558.000780031201,56.7419857954,10531.0,205394.0,94.39
43.44,81.32,13.58,17.78,100.0,0.5599,12223596,4.09,3126,21106,85.44,340700,3000,44.95,2018,35903013.7914653,231.49,552.161898263027,8.75644891122,400.548363278366,42.7644409918,60856.0,1615818.0,94.51
57.64,101.6,22.07,16.28,100.0,0.4922,19175850,10.43,2800,7218,94.61,340800,13508,41.04,2018,33877328.0542981,542.83,584.567707807293,3.68348148148,253.499126351425,35.4614383243,105295.0,386517.0,92.65
28.63,70.35,25.51,15.22,100.0,0.5146,6779143,8.39,726,2348,97.9,341000,9678,47.15,2018,4215994.16020499,148.72,700.605913076507,1.32352029749,108.164160785517,25.0316882722,58540.0,200.0,96.2
38.88,89.79,42.57,15.22,99.43,0.5342,18017496,12.25,2323,6525,92.21,341100,13518,41.35,2018,17520920.6078224,1520.92,511.45259714373,8.0219853431,218.917122333012,47.7149552319,109182.0,4454.0,96.49
84.5,140.0,24.15,19.7,100.0,0.4329,17595199,17.66,2211,6638,87.33,341200,10118,40.03,2018,26404184.3273361,1768.38,480.315281777671,12.7943241372,563.877459686013,55.3746021685,50120.0,32904.0,96.3
51.43,86.9,31.96,13.7,100.0,0.4274,16302217,15.56,2268,5398,91.69,341300,9941,39.7,2018,18470595.4361576,1738.08,486.588979287644,7.55552199738,400.52633462144,55.8870114667,45939.0,24456.0,96.31
44.35,78.6,26.46,14.94,100.0,0.4608,12880538,15.27,706,3182,98.3,341500,15453,42.43,2018,18943665.1138743,923.76,514.875964469038,4.43723252496,226.109089194795,40.3283907652,107316.0,-27055.0,93.96
33.0,71.0,37.13,15.84,99.09,0.4101,12771945,16.47,1333,2033,98.0,341600,8524,37.1,2018,8833743.57710695,1425.74,465.844685903434,10.2681295471,420.894644056414,56.459080691,52169.0,6867.0,95.98
27.62,38.85,25.57,17.57,100.0,0.541,6849253,10.94,528,13475,94.91,341700,8368,43.5,2018,16676129.7766243,227.33,618.357094141537,2.59914255091,129.471347718429,32.1795471898,25808.0,-229829.0,95.24
26.62,61.0,34.1,15.42,100.0,0.5521,13172047,10.28,1564,10832,94.6,341800,12313,41.6,2018,16155946.3981912,407.58,640.276086068714,4.38410972245,157.704618882374,33.683892842,139447.0,14779.0,94.82
230.4,292.85,13.44,15.14,100.0,0.7033,78568123,6.3,4710,55301,96.53,350100,11697,44.93,2018,60254414.9990089,854.96,873.639103169831,16.8913309911,493.379036598493,23.5177108544,290765.0,274856.0,91.81
206.57,389.48,25.86,14.85,100.0,0.891,47914131,0.51,23546,639,87.41,350200,1580,45.12,2018,11770322.7907409,379.6,964.86337115073,45.087918321,1820.92401215805,26.0627806654,285559.0,-122352.0,94.35
62.8,98.48,18.06,15.02,99.3,0.6101,22424134,5.18,2911,965,84.57,350300,3910,44.93,2018,16196686.4329629,386.61,999.535050451406,20.1616236162,580.083536090835,23.6622945023,32205.0,147002.0,93.5
22.08,39.58,15.14,14.8,99.63,0.6023,23537162,11.64,4625,23045,93.74,350400,22964,44.26,2018,28400550.4609308,238.68,716.047284128134,2.13441937451,87.0459166610929,23.0742247042,34507.0,-35912.0,90.11
103.4,226.0,26.65,14.6,100.0,0.666,84679768,2.38,9566,25730,96.53,350500,11194,43.2,2018,25206887.5136759,1038.6,954.377608462364,20.2894367433,594.849329421626,24.1210317699,146891.0,331545.0,91.66
44.6,67.46,26.2,15.83,99.64,0.59,39476347,11.11,93814,8486,96.6,350600,12621,45.45,2018,38093139.3677763,655.97,1086.9687115936,13.7496871089,308.461691542289,25.4207339604,49913.0,-81419.0,93.04
30.28,49.46,12.82,14.49,99.29,0.567,17925130,16.24,3022,6837,99.69,350700,26288,42.34,2018,17576601.4546952,235.77,695.971003156625,2.16431424767,79.3722026253397,23.2132293017,36957.0,-24777.0,90.6
45.53,71.03,19.5,14.7,99.72,0.57,23932951,10.2,3524,25664,97.59,350800,19026,44.08,2018,31033982.9802642,272.32,989.177874099342,3.31237183869,108.000974500569,23.7945516823,89809.0,76488.0,92.3
20.56,39.0,19.66,15.02,100.0,0.567,19427951,15.18,1204,7972,57.54,350900,13049,40.23,2018,19415917.6693766,201.81,877.843845779615,5.60643967432,167.016195524146,22.5718394777,68029.0,306522.0,89.75
249.7,338.5,13.13,13.01,100.0,0.7423,52746716,3.62,3740,19229,91.35,360100,7189,44.8,2018,23506032.8072563,778.71,495.289293978505,12.231324632,548.168737600501,33.725656958,273821.0,365094.0,99.82
40.88,86.86,25.76,16.74,100.0,0.6694,8465982,6.67,2719,3599,89.18,360200,5261,51.61,2018,5905265.14155954,215.59,595.763127435922,3.83260331365,234.253409090909,28.5021707686,26667.0,3757.0,94.99
42.82,51.39,25.64,16.36,100.0,0.6907,10090505,5.88,666,16081,96.77,360300,3832,46.82,2018,27173347.0928044,183.61,647.307566741718,4.37722513089,379.701963117192,31.4136069944,65288.0,59455.0,94.27
73.71,150.75,21.75,14.58,100.0,0.5527,27001852,7.01,9045,27019,51.3,360400,19083,47.83,2018,34531784.5012925,697.39,599.265206540291,3.4069785718,191.741875,31.9738850841,116150.0,236480.0,89.94
47.6,80.0,24.32,19.28,100.0,0.7003,10273443,5.4,2275,34634,84.75,360500,3159,51.0,2018,24155739.2546687,237.05,604.269109735051,5.06147540984,283.010301868711,35.5966662228,24593.0,127222.0,96.33
29.7,49.54,18.25,15.11,100.0,0.6068,8189787,6.88,1141,1739,84.23,360600,3558,38.92,2018,9840265.16008257,329.01,609.962497819644,4.55869872702,249.082818820524,30.6084590547,58214.0,1579022.0,79.1
139.55,180.25,17.4,13.05,100.0,0.5029,28072372,12.12,5327,23544,86.41,360700,39364,49.84,2018,14460247.7577155,1104.33,830.217708211016,2.33456143917,170.251919611377,26.7844804283,222623.0,-92907.0,88.37
41.46,58.7,21.89,17.09,100.0,0.5095,17422292,11.94,3237,9051,98.26,360800,25284,45.81,2018,14026267.4200696,826.5,668.801060018474,1.54948967482,150.870076123731,30.9500353462,115177.0,435965.0,83.5
53.9,88.1,24.93,15.34,100.0,0.4968,21808544,12.34,3517,43129,99.6,360900,18669,44.96,2018,40319068.6445469,831.01,615.059940800851,3.3448386751,227.200573297267,32.7809269445,217359.0,21998.0,93.47
