UrbanPopulation,Surface_Area_of_Built_District,Road_Surface_Area_Per_Capita_m2,Parkland_per_capita,Rate_of_non_hazardous_treatment_of_domestic_waste(%),Population_urbanization,GDP,First_sector_of_GDP,Industrial_wastewater_discharge_(tonnes),Industrial_fume_emissions_(tonnes),Comprehensive_industrial_solid_waste_utilisation_rate(%),Citycode,Area_of_administrative_districts,Greening_coverage_in_builtup_areas,Year,CO2,ISA,NPP,NTL,PD,pm2.5,Science_expend,SO2_REMOVE,Sewage
45.9,65.8,17.18,14.72,19.5,0.3649,9613935,15.61,2880.0,73440.0,86.04,150500,58861,31.5,2010,27523849.9453891,1824.69,258.503579069717,0.701107449808,34.2655999493714,41.2364678028,17410.0,106216.0,96.8699999999999
26.37,40.0,13.08,19.08,47.1,0.6571,7792653,19.85,6357.0,14056.0,25.22,150700,252851,32.14,2010,41230932.8576081,953.12,405.81572906668,0.3275206743,6.73939911209914,29.2243967343,15864.0,10747.0,70.2999999999993
30.76,38.0,19.16,6.76,76.51,0.3523,5098658,19.49,4718.0,13390.0,96.98,150800,65072,32.74,2010,14351086.3183405,883.67,113.851999413947,0.489301283232,17.7893716174099,40.4039796517,8524.0,106360.0,112.679999999993
26.1,40.75,16.58,18.63,93.4,0.3473,5000100,15.64,1450.0,20329.0,75.41,150900,54444,26.11,2010,50277242.1326192,401.66,167.353419922,0.64262349309,28.8787288775607,35.7674631092,5589.0,124229.0,48.3999999999996
428.47,412.0,11.92,12.72,100.0,0.6461,42685137,4.85,6140.0,60363.0,95.68,210100,12870,42.01,2010,34748357.133003,1922.93,330.594124366742,9.63768453768,380.416365347467,56.2912420593,153492.0,87774.0,83.29
272.48,390.0,14.14,12.0,86.0,0.5749,43495050,7.21,27421.0,24171.0,95.9,210200,13247,45.17,2010,42933046.7784639,2198.17,452.016502735049,7.72199290318,320.693647540984,50.0377445032,266033.0,275718.0,92.2999999999997
146.85,158.0,8.23,10.38,100.0,0.5053,17304740,4.77,5548.0,30205.0,19.1,210300,9253,38.59,2010,76142255.5004248,1031.44,407.928354575882,5.27906725683,267.333474188323,51.0389922644,19615.0,26724.0,62.4400000000023
130.26,130.38,9.01,8.99,100.0,0.6624,6986395,6.67,3031.0,17937.0,43.87,210400,11275,39.6,2010,22658924.5675272,425.25,512.701629322342,2.74973404255,138.71008140263,43.8171886493,11547.0,93589.0,65.3899999999994
90.14,106.5,10.06,9.01,84.97,0.6702,6883947,5.59,2591.0,26543.0,37.85,210500,8414,46.74,2010,19643592.3320722,290.73,504.269924646206,3.03472882969,128.885769230769,42.4456118834,11413.0,46572.0,95.4200000000001
63.45,53.4,14.28,8.35,100.0,0.755,6075211,14.32,4070.0,1378.0,98.0,210600,14670,38.08,2010,10823415.5715739,629.83,488.013327508008,2.00270453009,113.669319031081,43.0833728721,8668.0,28716.0,90.2399999999998
94.17,71.45,9.73,9.16,86.69,0.3851,7272951,18.29,3859.0,41158.0,62.52,210700,9997,39.27,2010,17011941.7795502,1329.48,333.590783119223,3.79960337134,214.747539915282,52.2005981443,12317.0,68406.0,63.8599999999997
90.41,99.24,7.47,10.05,85.0,0.4531,7994827,8.45,3197.0,45221.0,99.4,210800,5331,41.59,2010,30221788.3810293,792.74,414.339120892901,10.0837124659,302.952057333498,50.7087272254,20125.0,55692.0,60.3400000000001
77.8,76.5,5.92,10.47,85.0,0.4479,2879693,22.14,544.0,28368.0,96.25,210900,10324,40.76,2010,11596780.8957986,784.12,328.934885914746,1.9875,124.155535055351,47.5662629363,2136.0,59908.0,106.509999999995
75.12,97.85,12.6,8.51,67.16,0.4354,6082597,6.6,2942.0,13599.0,100.0,211000,4732,38.87,2010,29989311.425163,635.39,386.60629614438,8.96861081654,270.946553378101,52.8895532949,14625.0,67943.0,81.2999999999993
61.02,60.83,15.04,7.46,100.0,0.6212,6768658,10.9,2446.0,5316.0,94.75,211100,3661,38.41,2010,6580416.9159253,680.83,305.264894712214,11.041024301,245.469013831507,56.4410687708,9665.0,12765.0,100.0
40.26,43.96,17.99,9.66,85.16,0.3199,6057065,20.7,1682.0,31722.0,67.39,211200,12981,39.23,2010,28167753.5430052,825.11,397.987471687429,3.32704014795,148.194248826291,50.1864667207,18663.0,49926.0,79.7400000000016
51.5,40.0,7.03,8.8,85.0,0.2735,5180944,19.69,3823.0,45750.0,54.09,211300,19700,17.4,2010,16476025.1558451,1196.22,339.485303083687,2.43400538317,111.482277612623,44.1202913643,9807.0,17939.0,79.3499999999999
44.14,75.15,11.44,12.91,0.0,0.304,4455816,13.9,3230.0,10684.0,65.13,211400,10327,38.37,2010,17663805.7366236,915.11,380.730493879024,3.33487581452,173.699011907778,49.7045216354,9411.0,445418.0,-4.44000000000233
257.89,393.71,20.18,13.7,87.45,0.4718,28485627,7.86,5815.0,94173.0,99.58,220100,20557,39.64,2010,40482679.7894911,1730.09,341.857243455694,4.75927722532,217.735631610457,51.3356425266,34947.0,35161.0,90.7399999999998
127.25,165.63,10.07,11.85,80.03,0.4886,15004776,11.37,15584.0,33507.0,43.0,220200,27716,45.61,2010,33478236.0458821,672.89,472.863748558502,2.18813846876,108.169156355456,44.4108684259,23965.0,86633.0,93.8
62.5,51.42,5.54,7.22,100.0,0.383,6585947,27.42,1385.0,12245.0,87.36,220300,14414,31.67,2010,11052153.2240981,594.62,350.959179705027,2.33828270001,147.778412891456,49.3401907972,3759.0,9002.0,65.7399999999998
45.25,48.5,5.53,9.16,99.78,0.274,5180017,10.82,6807.0,19949.0,85.49,220500,15559,41.22,2010,12208501.0644575,351.02,490.764783949413,1.77294965881,101.355860094089,41.6021241339,19529.0,22716.0,86.1900000000001
37.63,40.0,9.19,10.07,86.36,0.6745,3566348,10.82,1984.0,13730.0,43.32,220600,17434,29.88,2010,6758959.91072562,158.74,543.262779957636,1.08384505022,51.5041370725635,38.7733400935,5211.0,17931.0,117.630000000005
43.56,42.7,10.64,10.54,81.11,0.2708,9008304,17.81,751.0,6223.0,99.45,220700,21160,40.09,2010,7593859.2295136,1422.22,287.044009135113,1.71174276406,85.4627348944782,48.5994156745,1480.0,879.0,90.2699999999995
28.12,38.11,9.0,7.84,0.0,0.7115,3533626,19.73,2052.0,9408.0,80.76,220800,25756,31.55,2010,10075067.3238878,2064.69,216.593240270728,0.736586879777,50.8811478301776,42.7313686933,4685.0,2504.0,18.489999999998
398.1,359.21,7.91,10.07,75.0,0.4827,31755391,12.57,3283.0,30000.0,89.68,230100,53076,38.4,2010,37460858.6396139,1933.52,438.749231408393,3.02454923978,114.150727886074,44.7989124154,89360.0,29000.0,56.2799999999988
108.74,134.72,7.98,9.95,50.96,0.3584,6905169,23.03,6089.0,3476.0,67.1,230200,42259,30.25,2010,22265207.5051602,1961.54,305.081417740928,1.47224325603,79.4773415553272,38.0066607069,14807.0,5478.0,66.9200000000001
74.17,79.23,7.27,9.31,83.1,0.6316,3538182,26.63,3057.0,23695.0,64.8,230300,22466,39.24,2010,7328247.96376834,461.39,422.564350361592,1.4907831031,55.8444301490297,40.7217265777,3308.0,3878.0,50.0
107.36,213.32,20.42,13.47,50.1,0.49,21200036,3.79,8786.0,29715.0,70.77,230600,21193,39.62,2010,19969997.9023675,2740.1,270.982023848799,5.12829707922,78.8961569681193,44.2031850185,12421.0,14876.0,91.96
74.49,161.19,9.75,20.17,80.6,0.8561,1724616,31.29,757.0,25549.0,79.01,230700,32792,26.01,2010,7395873.14960843,297.91,475.027905238973,0.772289890378,23.5814604762576,33.6371279225,3432.0,394.0,85.0
61.72,93.5,7.52,11.89,47.21,0.4935,4326603,33.54,3185.0,15900.0,70.45,230800,32702,40.09,2010,14074618.7702941,732.62,391.297310750533,2.02288434956,45.1830651354682,40.3980375185,4213.0,2719.0,30.0399999999936
35.65,62.37,10.97,11.85,70.0,0.5567,2336262,8.47,2671.0,26895.0,86.82,230900,6189,35.87,2010,12563532.4712749,197.72,409.679026028548,4.23484295106,85.4576844955992,38.7924512096,1110.0,11297.0,85.2
70.29,76.08,12.38,10.47,100.0,0.5497,6292848,15.62,2793.0,29471.0,96.37,231000,38796,38.59,2010,12736362.7503958,571.91,510.882650949902,1.33535108959,45.317579832994,36.9926297551,20693.0,3035.0,75.0300000000007
13.6,20.0,10.99,16.74,61.9,0.356,2242095,44.42,161.0,5617.0,96.07,231100,66870,27.32,2010,5147244.58113595,595.99,438.768665585186,0.586202255257,15.174447732087,33.1384406448,3204.0,9527.0,55.2000000000044
30.65,30.65,6.84,4.33,0.0,0.2632,6058790,34.44,326.0,990.0,100.0,231200,34905,39.25,2010,8626501.39032033,1589.23,357.060682974679,1.92725030826,90.2525966142848,43.5739394966,6391.0,623.0,98.5599999999998
2301.91,998.75,4.04,6.97,84.9,0.887,150464500,0.76,36696.0,41793.0,96.16,310000,8059,44.0,2010,167517170.358473,2227.12,486.017482770209,36.9476315461,2030.2028650647,52.5922999405,2020326.0,349849.0,83.78
484.87,618.64,19.35,13.69,80.0,0.7638,42302608,3.05,33784.0,33788.0,88.82,320100,6586,44.36,2010,97234527.889196,1105.67,449.616426588444,19.9448066717,717.160388821385,63.9811831887,165110.0,606632.0,56.3000000000002
196.39,231.3,23.53,14.41,100.0,0.671,49917200,1.88,35846.0,38909.0,97.12,320200,4625,42.68,2010,50756376.716468,1034.01,432.877401424353,32.9989323083,875.350713941922,62.2039987561,189731.0,187183.0,83.7000000000003
150.32,239.0,16.27,14.74,48.59,0.448,23901600,10.46,9122.0,24257.0,99.98,320300,11146,41.26,2010,119908318.262646,2531.01,436.185665413217,9.92427917004,600.275288334279,72.9566097636,45433.0,251175.0,76.0999999999995
119.99,153.05,22.88,12.35,100.0,0.605,25199300,3.64,37715.0,19582.0,94.9,320400,4371,42.16,2010,59355236.8464063,712.65,443.403988995874,23.123883673,674.384962406015,62.7540528621,87084.0,59710.0,76.0999999999985
206.3,329.29,27.64,16.86,100.0,0.6508,77402000,1.85,64055.0,46272.0,98.71,320500,8664,42.74,2010,148151391.330072,1700.83,398.513221399773,35.0095072464,643.092392758405,61.0255309643,357105.0,179393.0,68.4000000000005
93.5,125.21,18.92,10.5,100.0,0.469,28728038,8.23,15708.0,38457.0,98.2,320600,9484,40.69,2010,37476383.2875813,877.11,555.016228464554,13.8481038329,677.698998642227,55.542981939,99923.0,145965.0,86.9000000000001
71.0,120.0,22.43,12.02,99.3,0.39,9411300,16.41,3538.0,7356.0,91.89,320700,7450,38.73,2010,30425680.2229176,1346.04,491.03699186992,9.27754293263,465.504008398549,63.4131000253,42649.0,26668.0,64.8000000000002
121.1,120.0,17.11,10.97,67.0,0.3835,11217500,15.24,10484.0,16823.0,99.73,320800,10033,39.6,2010,26474768.6301642,1096.55,505.292862396117,6.93575335654,387.331283957678,63.2360750037,44824.0,61298.0,19.6000000000058
68.2,88.5,19.2,11.68,44.13,0.425,19170000,17.24,13028.0,19145.0,93.0,320900,15492,38.98,2010,23525844.1111656,1478.49,566.142760638529,6.78448867536,413.672299423812,56.1489533461,60207.0,23262.0,50.9999999999964
74.21,82.0,20.8,19.14,87.5,0.492,18563943,7.8,9059.0,7796.0,97.43,321000,6587,43.6,2010,28494080.6057909,744.07,488.204223979204,13.9968041394,535.048567053161,62.8063111154,67789.0,141527.0,73.6000000000004
78.77,108.6,20.81,15.95,100.0,0.592,16720765,4.49,8187.0,12375.0,92.85,321100,3842,41.98,2010,54858618.8584986,511.01,476.090622276452,19.4683742812,582.755399772641,63.3486715734,52399.0,174430.0,59.0999999999985
61.09,65.0,22.22,9.34,100.0,0.461,16609200,8.05,15493.0,16826.0,99.8,321200,5789,40.82,2010,33961743.3631688,652.94,488.247755264207,15.1257557437,650.141499873322,61.4689184685,43819.0,59168.0,49.3000000000011
46.2,65.0,26.78,12.14,33.39,0.3235,8268532,19.3,6012.0,10179.0,99.99,321300,8525,40.57,2010,20541514.5876192,1194.6,494.600380530235,7.25718981101,451.419187698479,66.2946476273,31925.0,16490.0,68.6999999999998
269.67,412.59,14.32,15.12,100.0,0.6888,50875530,3.74,80468.0,30860.0,94.13,330100,16847,39.91,2010,56103930.1897434,1170.93,571.040003881981,9.25768797772,327.529280286097,47.4159142767,288559.0,92156.0,93.8499999999999
143.72,271.59,14.46,10.49,100.0,0.6311,43293025,4.24,18970.0,28386.0,89.66,330200,9546,38.04,2010,84922021.7014944,1270.36,611.415749101081,17.5898822166,544.158233828709,42.472554637,221455.0,721536.0,70.3400000000001
122.25,174.6,15.99,6.04,75.2,0.6022,25273448,3.18,17008.0,5666.0,95.0,330300,11598,21.84,2010,30347445.8983634,688.63,718.269688344546,7.56250508337,538.189281413087,35.5763837918,66690.0,71449.0,67.2000000000007
38.73,93.61,17.5,12.92,100.0,0.4809,19180282,5.61,19812.0,18900.0,97.6,330400,4921,42.74,2010,24319550.9738632,533.01,462.912492942978,23.3659704091,707.590511627907,58.7960582697,75362.0,91349.0,83.3600000000001
55.27,77.92,22.51,15.28,100.0,0.4929,11018263,8.19,10888.0,10648.0,96.49,330500,5816,49.78,2010,13977286.7067747,418.2,511.655293260066,11.2843170899,357.49113025849,55.9112863499,36729.0,37342.0,83.1899999999996
52.46,100.06,17.11,15.38,100.0,0.56,23757754,5.24,30230.0,17883.0,93.15,330600,8275,40.37,2010,13600337.0710919,712.3,573.812846419152,10.9349112426,437.360571052879,47.5134767882,95542.0,40140.0,79.0599999999995
46.08,71.98,23.89,12.15,99.31,0.5669,17760647,5.15,12309.0,13796.0,98.59,330700,10946,39.79,2010,44718435.641241,799.54,584.709692747201,7.84249084249,331.069149664521,45.2496165936,75525.0,50529.0,77.2999999999993
28.64,58.21,25.59,13.07,100.0,0.3881,6265500,9.52,12256.0,8936.0,97.2,330800,8844,42.17,2010,22896116.480178,327.99,616.330546003226,3.23482879421,198.940976645435,43.5113563496,27460.0,48692.0,78.21
40.42,52.39,11.62,15.08,100.0,0.611,5352361,9.76,1493.0,17508.0,99.75,330900,1324,40.54,2010,8617697.4191012,150.93,681.270764802631,16.3415536375,647.506692160612,42.7822554833,24390.0,12008.0,66.6100000000006
95.65,116.19,23.45,10.61,96.99,0.5098,20404529,6.48,5709.0,5856.0,97.61,331000,9663,44.34,2010,33315319.0088167,706.09,672.085922807017,8.63797590361,443.449025607988,38.9465866449,57589.0,193449.0,78.7699999999995
14.74,31.89,12.65,10.48,99.6,0.42,5465482,10.73,6926.0,2068.0,94.99,331100,17275,41.19,2010,5509744.31936133,187.58,701.776265566021,1.53872443955,101.319807186678,34.0315679873,24478.0,2907.0,69.04
202.01,325.91,17.47,13.21,99.97,0.4175,21021200,5.17,3290.0,10604.0,98.76,340100,11425,38.81,2010,69765008.7301875,1138.08,451.349212160263,7.17927488234,427.45938714404,64.5590614368,179637.0,22370.0,100.85
108.66,135.0,21.8,9.45,100.0,0.4877,9019997,4.64,4305.0,12958.0,96.61,340200,6002,38.2,2010,29043541.8778114,390.3,456.646171921962,7.99983363833,457.854700854701,62.2020229136,100092.0,37409.0,77.0799999999999
76.91,104.8,13.65,7.03,65.83,0.2666,5320870,19.62,5742.0,9960.0,99.94,340300,5953,36.93,2010,8187771.6499345,821.21,474.799642915112,4.25700385841,428.294913616044,68.1055394817,34633.0,25130.0,87.1900000000001
105.0,97.45,10.06,11.46,36.08,0.4559,5087730,8.21,5607.0,38388.0,91.34,340400,5531,40.01,2010,57811539.3923177,708.81,438.543465358526,5.87829541351,464.777501309586,68.1696496052,12680.0,130218.0,40.2299999999959
52.08,78.5,17.07,13.96,82.07,0.4746,6658905,3.86,5563.0,8814.0,65.17,340500,4065,43.0,2010,43477167.514471,320.56,441.536615950509,9.0975308642,399.7794751977,64.3168463132,24460.0,57924.0,91.6899999999996
82.36,62.97,10.26,13.26,88.69,0.4239,3718734,9.58,1818.0,17981.0,96.45,340600,2742,43.14,2010,13383144.2973104,531.84,436.71140260039,8.51146705497,543.336973478939,72.595731871,8307.0,28466.0,85.0100000000002
38.85,47.85,11.46,10.93,95.82,0.5799,3437300,2.62,4512.0,8530.0,76.01,340700,3000,40.04,2010,25807588.3837209,187.4,484.504193548387,5.61909547739,388.445729756338,60.8320691364,12004.0,1098770.0,67.0799999999999
56.76,77.32,15.73,9.7,0.0,0.1725,7706600,18.52,5644.0,8582.0,99.24,340800,13508,38.64,2010,16272586.5430643,422.24,546.233908191094,2.1597037037,257.340832150267,54.2699700898,24815.0,88109.0,81.8700000000008
28.92,43.92,18.23,14.52,43.03,0.233,2669198,13.34,2102.0,2619.0,87.6,341000,9678,48.73,2010,3239133.31837647,99.82,629.8388021905,1.59394690631,112.50061368518,42.9776100366,14074.0,200.0,96.7700000000004
31.57,60.1,24.31,12.67,27.49,0.2597,5761845,23.35,7643.0,17927.0,97.52,341100,13518,36.3,2010,13224308.9146489,1312.15,478.811833126192,3.58634984085,231.776401844109,63.4212623453,13291.0,4510.0,97.380000000001
70.91,76.43,15.53,7.51,0.0,0.5661,6077994,28.81,2575.0,3891.0,92.86,341200,10118,33.21,2010,19684442.976665,1364.64,464.166623215206,4.75823197864,607.72174468992,73.3896376913,5863.0,29408.0,72.4400000000005
43.0,53.23,18.06,10.52,46.0,0.1257,5406000,29.7,3688.0,9230.0,90.9,341300,9941,38.19,2010,13916493.5698656,1478.95,454.860544048689,4.14325984093,418.716401889223,71.4398655532,6587.0,23400.0,74.0299999999988
29.57,60.8,7.54,12.02,94.42,0.1442,5840232,23.7,3436.0,4790.0,71.97,341500,15453,40.66,2010,11875039.3664954,750.64,494.80111886429,1.97672156659,244.443145389402,58.9584899544,8485.0,449.0,70.9199999999983
24.03,36.0,37.37,10.92,86.67,0.289,4319284,28.37,1527.0,4964.0,99.88,341600,8524,24.96,2010,6020991.92251848,1211.01,449.936853277688,3.53508566064,450.036685695097,73.4145899304,3553.0,1875.0,81.6800000000003
25.66,35.0,23.74,18.08,48.38,0.315,2455896,16.69,1485.0,16106.0,86.22,341700,8368,39.14,2010,15040812.7794695,168.76,558.866048507606,1.81588662618,130.273257870534,50.5950137163,10216.0,9163.0,84.9999999999991
19.6,43.0,19.72,14.13,100.0,0.1744,4327700,18.07,6883.0,5969.0,100.0,341800,12313,35.12,2010,11753511.0757412,268.47,572.779713104293,2.34069144619,171.2584061266,50.5163517565,23084.0,15459.0,97.0500000000029
161.59,220.22,11.34,11.15,98.25,0.3979,26040448,9.29,4920.0,8590.0,98.14,350100,11697,40.31,2010,48476787.6572121,670.12,804.050448128746,7.24609853746,455.213930013459,32.542321466,41759.0,112208.0,98.6700000000001
145.07,230.0,10.81,10.13,96.93,0.81,17372349,1.18,4457.0,2252.0,87.27,350200,1580,40.4,2010,11440956.4175761,297.55,940.746596434359,29.9376063528,1087.86063072228,37.518535892,95969.0,24552.0,90.1
45.2,54.82,14.85,11.02,98.56,0.4749,6914192,11.08,1700.0,5399.0,95.71,350300,3910,42.96,2010,7836555.68887246,303.23,952.734961940168,8.60516605166,589.056875888686,32.3781476301,12234.0,19690.0,82.1999999999999
21.51,27.84,14.46,11.94,91.19,0.423,8002444,18.28,15816.0,22826.0,59.96,350400,22964,40.25,2010,23889856.9901175,156.71,667.215746731634,1.26012718878,92.1363119523778,32.9614913323,12692.0,12328.0,80.14
66.6,150.0,11.64,10.55,96.0,0.48,30695003,3.8,19544.0,23452.0,93.53,350500,11194,40.39,2010,15243377.5348214,863.6,897.115391690937,11.0676434462,546.278538493782,32.7179741231,47247.0,79617.0,82.24
37.7,50.59,17.93,10.5,96.19,0.401,11780103,18.56,62845.0,5594.0,98.58,350600,12621,41.59,2010,34350031.0243533,497.61,1031.4030955551,5.45490686888,302.36159492411,34.541774996,18014.0,89789.0,94.8199999999997
19.43,25.76,11.46,11.66,35.35,0.46,6216534,22.47,9399.0,20619.0,75.99,350700,26288,39.96,2010,14269648.7111797,151.59,625.270914956827,0.90778010272,87.360579425201,34.534480913,10074.0,71.0,71.5599999999995
29.38,38.0,13.24,11.19,97.27,0.395,8248814,13.94,3977.0,5824.0,87.25,350800,19026,42.13,2010,29985936.6207567,185.25,932.384867151311,1.9023607971,116.448716907585,31.5425962635,14846.0,19344.0,88.7099999999991
16.6,19.23,12.3,13.63,64.47,0.4401,6122829,18.54,1501.0,5395.0,89.05,350900,13049,40.53,2010,16492995.9857674,138.6,784.260055947459,2.0481865285,183.625147232038,30.98975002,9552.0,54386.0,79.74
202.45,201.5,8.5,9.01,100.0,0.501,18375008,6.09,10536.0,6264.0,93.62,360100,7189,41.42,2010,22367428.0593042,610.68,420.056995937679,6.23549014163,484.048344993213,59.0123170661,35583.0,52134.0,91.4000000000001
45.15,72.84,16.06,15.65,100.0,0.3927,3640337,9.24,5296.0,8230.0,91.7,360200,5261,53.58,2010,4158035.8969988,156.15,542.746084799811,2.10169491525,227.269602272727,49.3261678447,5882.0,7581.0,83.4399999999987
