UrbanPopulation,Surface_Area_of_Built_District,Road_Surface_Area_Per_Capita_m2,Parkland_per_capita,Rate_of_non_hazardous_treatment_of_domestic_waste(%),Population_urbanization,GDP,First_sector_of_GDP,Industrial_wastewater_discharge_(tonnes),Industrial_fume_emissions_(tonnes),Comprehensive_industrial_solid_waste_utilisation_rate(%),Citycode,Area_of_administrative_districts,Greening_coverage_in_builtup_areas,Year,CO2,ISA,NPP,NTL,PD,pm2.5,Science_expend,SO2_REMOVE,Sewage
62.11,71.2,13.77,6.03,90.04,0.304044359998449,7610154,9.78,9862,15290,97.78,330500,5816,39.54,2006,13929820.4713097,338.17,510.090747810465,9.5010295127,352.954510897111,55.5024112648,3254.0,58572.0,68.5500000000002
52.47,83.22,15.95,13.59,100.0,0.303650975889782,16776266,6.43,27867,22941,73.28,330600,8275,45.8,2006,10783733.4044027,613.37,603.106635263543,8.9729501268,432.857612472997,47.9208621875,8198.0,76585.0,67.5399999999991
49.34,67.7,21.23,10.75,100.0,0.221497373029772,12346957,6.17,8911,14415,96.43,330700,10946,39.2,2006,24977013.5371027,697.96,613.930549642803,6.75686813187,326.950362864576,46.7943073123,5604.0,18407.0,64.6999999999998
27.78,42.6,19.26,9.93,98.55,0.204597048808173,3874000,14.97,15676,10944,97.0,330800,8844,41.6,2006,18028265.2933566,289.2,627.362245005445,2.55983726975,196.743354564756,45.1173824949,1623.0,35608.0,85.1700000000001
35.19,34.17,8.25,9.59,86.02,0.364257610271278,3351979,14.22,1755,16715,98.77,330900,1324,34.68,2006,6355674.29625761,117.3,696.320230263159,12.1985203453,638.55385595921,43.4921719465,2005.0,1101.0,80.6900000000005
120.56,113.87,11.89,3.4,97.08,0.176743527078242,14633068,8.2,4892,7551,95.48,331000,9663,19.68,2006,27388529.1679398,590.44,716.777293312267,7.344,438.013448220325,39.6726644748,6431.0,8623.0,67.3699999999999
18.56,24.5,9.12,6.05,81.56,0.170870787629193,3553709,14.33,10445,11091,82.1,331100,17275,33.06,2006,4028059.08653674,166.51,735.096002258217,1.31043271737,100.084662576687,36.091650048,4141.0,5085.0,58.7599999999993
193.14,224.74,17.17,8.02,100.0,0.417494945195275,10737600,6.15,5502,14381,99.86,340100,11425,32.59,2006,49744828.4826614,947.65,395.773474707827,4.76799721109,422.234630821176,64.0069274442,2351.0,1332.0,129.369999999999
95.34,116.61,12.62,7.33,100.0,0.487621708946426,4797190,7.49,3509,7916,97.2,340200,6002,35.08,2006,14491581.9288756,297.09,404.11312523916,4.71419065047,452.613675213675,60.7938458806,2129.0,1828.0,47.2800000000007
76.38,83.28,11.28,7.19,55.71,0.266604250007093,3590200,21.76,8277,12552,88.77,340300,5953,27.97,2006,4446052.80525147,778.38,449.089601255207,2.73913772857,423.169868309774,70.1441480742,599.0,1599.0,82.5500000000002
106.9,93.58,7.87,7.28,62.0,0.455905842791089,3049800,11.19,5791,40303,90.22,340400,5531,36.94,2006,31925516.1747152,650.82,404.040903585272,4.69248826291,459.379387113672,69.6673745918,168.0,7491.0,-34.1699999999983
48.38,68.3,16.0,13.48,100.0,0.474678043770246,4289000,4.67,9007,10340,64.36,340500,4065,42.25,2006,30770673.6756329,264.96,386.601529844506,5.92765432099,394.411394680086,62.748608272,617.0,7833.0,105.25
78.17,57.57,9.35,11.35,0.0,0.423892554194157,2247200,10.72,2115,34349,91.76,340600,2742,39.02,2006,13096061.6227627,483.39,397.390334829134,6.69057153258,536.728549141966,75.5109754041,331.0,626.0,75.8500000000004
34.3,35.65,12.88,12.91,0.0,0.579811243331966,2436300,3.57,4397,12921,72.23,340700,3000,53.42,2006,18887705.8437771,155.11,444.042892613283,4.10586264657,383.961112478464,59.6155605309,971.0,808980.0,39.0799999999999
57.12,55.29,10.39,7.73,0.0,0.17248186349504,4942100,20.79,3633,13112,97.2,340800,13508,38.29,2006,13758218.9504243,349.6,513.868176421553,1.28955555556,254.326089330567,53.0081592683,1080.0,15356.0,64.6700000000001
23.95,30.7,14.02,13.37,0.0,0.233057739224722,1874889,16.35,1944,3751,88.15,341000,9678,48.1,2006,2599121.59721745,79.74,643.320037358321,1.26484867266,111.10240871433,42.3955956654,633.0,150.0,114.130000000001
29.1,39.28,14.01,4.52,0.0,0.212686651969363,3722901,27.47,2853,20434,91.9,341100,13518,24.21,2006,9842173.16090848,1235.73,434.888218464928,2.23991413132,229.081805510882,63.855726764,1210.0,5298.0,130.100000000002
65.43,60.67,11.07,4.2,0.0,0.119965221399315,3783600,32.25,2722,3143,100.0,341200,10118,25.18,2006,18748778.3170811,1188.58,447.055918998395,3.13368931079,600.371172835121,74.960988869,1014.0,18079.0,47.8400000000001
41.76,36.5,4.82,2.56,0.0,0.125651703446241,3590100,40.53,1433,107846,100.0,341300,9941,29.3,2006,10237976.3709891,1365.32,455.085392665279,2.26719017417,413.695005009303,74.0182957384,870.0,2456.0,108.59
28.6,42.1,11.62,6.37,69.62,0.144146899072416,3563500,26.6,5481,8792,71.4,341500,15453,33.49,2006,7653740.03536773,665.14,441.038443334736,1.28083257684,241.514190081086,58.311070199,990.0,3795.0,33.119999999999
22.53,37.6,22.97,4.44,0.0,0.108697587465503,2987300,34.51,1531,1483,98.97,341600,8524,19.72,2006,4854974.5883477,1135.94,409.333528819171,1.98016897442,444.492696440564,75.9377134448,302.0,1145.0,67.8800000000001
17.37,19.0,12.55,12.91,66.67,0.170348208033611,1300900,23.26,1506,31585,97.11,341700,8368,35.58,2006,11309741.1105877,130.41,539.622510258082,0.856853638204,128.455341351256,49.8501562099,114.0,12924.0,75.5599999999995
16.97,24.3,10.51,3.85,92.86,0.174391889427811,2878800,21.87,6373,6182,94.57,341800,12313,23.13,2006,6213182.98717735,208.27,558.628831221908,1.28380133095,169.202764149814,49.6222075438,391.0,25437.0,147.370000000003
181.72,177.19,8.16,6.98,100.0,0.381860677982432,16640515,11.84,5631,21157,95.86,350100,11697,36.27,2006,32971510.6732174,587.33,812.540807033625,5.82090040036,449.214131897712,33.9861224205,4895.0,3931.0,110.95
109.2,158.0,9.54,8.6,94.26,0.68113231076194,11680229,2.08,3979,9346,93.36,350200,1580,45.53,2006,10444864.9473996,235.84,943.292166396542,25.8332387975,1076.26246185148,38.7224969964,5935.0,2116.0,88.9
44.76,46.8,11.53,7.98,95.69,0.193243639443594,4236808,14.29,1578,3141,99.9,350300,3910,41.53,2006,6608123.1595881,255.26,979.158762612854,6.4381303813,582.296364005688,33.5899123865,1240.0,478.0,80.6
23.36,23.6,5.58,7.24,45.52,0.306730196545563,4535752,24.92,16803,15192,68.32,350400,22964,42.54,2006,18559184.4022362,119.15,679.63883200405,0.77824723408,91.0141796535349,35.325005566,2135.0,8594.0,79.2200000000001
64.7,71.0,8.19,8.87,100.0,0.287932577565632,19007599,6.02,26894,29109,96.91,350500,11194,35.29,2006,12901704.9744549,738.36,908.624476467884,9.6428320758,535.782031577477,34.4368661353,4948.0,34706.0,80.72
31.57,44.35,15.7,10.75,98.31,0.283965674957529,7169115,24.64,57564,3640,93.44,350600,12621,42.87,2006,27680147.3879077,416.15,1021.52802273775,3.76890230435,298.714730032346,36.1627435347,1355.0,83807.0,120.9
20.8,20.13,8.27,8.81,12.64,0.345104333868379,3931859,26.77,7356,6392,79.13,350700,26288,39.84,2006,11797945.2370634,127.23,631.598486255571,0.591021495149,86.3234834904297,37.0986636896,1330.0,227.0,57.6399999999994
28.38,31.6,11.01,8.34,47.23,0.297718419588203,4500075,21.25,4233,17389,66.84,350800,19026,35.32,2006,24674181.6363739,138.68,964.255591475685,1.2985961407,115.018880948514,34.1290214717,1624.0,795.0,114.629999999999
15.2,12.34,11.32,5.88,0.0,0.273209387381896,3839988,24.42,2991,2965,68.43,350900,13049,36.5,2006,10419509.5954097,111.3,800.149380552516,1.55292376018,181.370848056537,32.8232292664,1601.0,1162.0,78.02
210.0,168.0,7.76,7.48,100.0,0.470514092073725,11838973,7.2,9942,25256,90.45,360100,7189,60.42,2006,13865599.0920468,528.55,440.744071807006,5.26867536795,478.19379764018,58.9363223758,2329.0,20090.0,85.0
46.07,70.8,7.81,9.35,92.6,0.394935555266241,2247759,10.01,5199,8722,89.58,360200,5261,29.0,2006,3554457.87914547,134.34,542.400401748789,1.61416872977,224.623863636364,49.3360777393,432.0,9234.0,111.199999999999
47.53,60.0,11.75,8.78,0.0,0.302412485574545,2654942,11.26,1496,28513,88.66,360300,3832,31.8,2006,15861058.8792388,97.29,598.452659103707,1.90209424084,355.720404521118,50.1080213682,956.0,4103.0,68.3000000000002
