UrbanPopulation,Surface_Area_of_Built_District,Road_Surface_Area_Per_Capita_m2,Parkland_per_capita,Rate_of_non_hazardous_treatment_of_domestic_waste(%),Population_urbanization,GDP,First_sector_of_GDP,Industrial_wastewater_discharge_(tonnes),Industrial_fume_emissions_(tonnes),Comprehensive_industrial_solid_waste_utilisation_rate(%),Citycode,Area_of_administrative_districts,Greening_coverage_in_builtup_areas,Year,CO2,ISA,NPP,NTL,PD,pm2.5,Science_expend,SO2_REMOVE,Sewage,PUI,LUI,EUI,EAL
80.5,155.0,29.32,16.33,100.0,0.5792,20120000,14.38,1555,693,97.18,340300,5953,44.42,2022,12051970.4163756,996.04,412.020064620356,18.0350083752,403.226410535218,37.1381711161,210502.0,120554.0,95.41,0.5792,0.16731731899882413,0.8562,18.0350083752
106.36,128.14,19.85,19.99,100.0,0.6205,15410000,10.26,6704,1872,85.1,340400,5531,46.71,2022,89509766.5121875,848.02,341.212707981673,18.6964382571,463.276191723415,37.5569908184,44905.0,-1041834.0,96.62,0.6205,0.15332128005785572,0.8974,18.6964382571
60.09,104.3,26.74,14.85,100.0,0.729,25210000,4.35,9113,9941,86.27,340500,4065,44.73,2022,58016010.5787075,455.0,422.070287895657,22.918972332,420.437994248742,32.2374939262,138429.0,166980.0,95.34,0.729,0.11193111931119311,0.9565,22.918972332
62.04,89.79,22.89,18.95,100.0,0.6492,13030000,6.85,2179,3845,93.64,340600,2742,44.66,2022,35745989.2395434,641.59,411.803151961348,24.8807706289,570.83125325013,40.8126224732,88766.0,293858.0,98.49,0.6492,0.2339861415025529,0.9315,24.8807706289
47.24,91.0,24.89,16.45,100.0,0.6645,12100000,5.11,3158,9436,85.71,340700,3000,43.95,2022,35413171.8493629,247.05,511.681480619253,16.4639140651,406.599310854049,33.210892564,138645.0,1874342.0,98.61,0.6645,0.08235,0.9489,16.4639140651
60.28,162.9,34.64,16.26,100.0,0.5629,27670000,9.49,2758,2644,94.61,340800,13508,43.12,2022,35356187.0625134,620.37,559.368427400498,10.6666172657,258.399421207819,27.851082414,134121.0,535721.0,96.03,0.5629,0.04592611785608528,0.9051,10.6666172657
26.03,71.6,33.61,17.64,100.0,0.5938,10020000,7.8,784,1228,97.05,341000,9678,47.93,2022,4052054.81192039,165.41,696.558799152195,4.5215730801,110.255293034673,20.9586832881,54577.0,200.0,95.41,0.5938,0.017091341186195496,0.922,4.5215730801
44.27,120.97,41.65,26.53,100.0,0.6312,36100000,8.35,2334,4479,92.21,341100,13518,47.31,2022,17567058.8013615,1602.58,397.649185371654,16.4108555794,222.962260105071,32.158907243,159453.0,4426.0,97.2,0.6312,0.11855156088178724,0.9165,16.4108555794
98.55,156.36,25.7,18.45,100.0,0.4347,32330000,13.43,2342,3172,89.49,341200,10118,45.5,2022,30923048.7764647,1885.06,425.448773982365,21.3900365721,573.825673083754,41.106940634,85741.0,34652.0,97.5,0.4347,0.18630757066613954,0.8657,21.3900365721
57.59,91.65,31.33,18.84,100.0,0.4638,22250000,15.2,2268,1985,91.64,341300,9941,44.2,2022,18934499.6329804,1812.95,420.84055396845,18.1706653226,407.401102046658,39.1863110118,79216.0,24984.0,90.36,0.4638,0.1823709888341213,0.848,18.1706653226
44.77,82.38,33.06,18.18,100.0,0.505,20050000,13.36,706,4030,98.3,341500,15453,45.62,2022,19407192.0834938,992.55,429.860922732632,11.1403588315,230.147746558552,31.8312591537,61308.0,-40807.0,96.27,0.505,0.06423024655406717,0.8664000000000001,11.1403588315
35.5,76.0,37.13,15.84,100.0,0.4405,21020000,13.64,1524,1383,98.29,341600,8524,43.98,2022,9075603.2052646,1495.15,402.184870835432,16.9454012888,429.75083948959,40.716828857,68306.0,9363.0,98.01,0.4405,0.17540473955889255,0.8636,16.9454012888
27.67,49.25,27.53,20.12,100.0,0.6023,10790000,9.1,532,8476,94.62,341700,8368,47.71,2022,16455243.462714,256.55,600.064288379729,8.40531521869,131.734524230633,27.7852854017,27505.0,-349325.0,97.01,0.6023,0.030658460803059274,0.909,8.40531521869
27.8,75.0,37.24,19.87,100.0,0.626,19140000,9.38,1570,4386,89.53,341800,12313,45.35,2022,16360791.194369,445.02,620.668004420108,10.6790875142,160.613617326792,25.938749311,127557.0,14439.0,97.19,0.626,0.03614228863802485,0.9062,10.6790875142
250.7,410.02,15.94,14.83,100.0,0.7327,123080000,5.55,6392,22589,94.16,350100,11697,43.1,2022,72481743.6955342,911.45,854.290819544044,22.75279341,491.044224903859,17.0572395832,251025.0,356180.0,97.98,0.7327,0.07792168932204839,0.9445,22.75279341
257.3,464.77,21.66,14.83,100.0,0.9019,78030000,0.38,24038,1009,88.1,350200,1580,44.11,2022,11938176.0825431,399.53,1004.11794871795,47.6449971735,1800.68709836876,18.3220317804,602411.0,-195804.0,100.0,0.9019,0.25286708860759494,0.9962,47.6449971735
63.45,116.16,22.84,16.05,100.0,0.6401,31160000,4.69,2729,879,90.0,350300,3910,45.61,2022,16905256.1553742,415.76,1031.85962552743,25.0833333333,579.348189415042,17.0782370115,26461.0,210658.0,98.15,0.6401,0.10633248081841432,0.9531,25.0833333333
29.89,72.1,29.27,16.17,100.0,0.644,31100000,10.92,4831,13285,92.61,350400,22964,42.19,2022,28320907.2773629,259.31,677.243113512664,6.43122903324,88.6142398501772,18.0054686934,20715.0,-60032.0,83.82,0.644,0.011292022295767288,0.8908,6.43122903324
135.16,230.0,29.93,15.33,100.0,0.7004,121030000,2.07,11665,9467,95.83,350500,11194,43.75,2022,26402702.8729124,1097.14,966.273890935661,25.0103526935,600.910195860536,17.7432608316,215447.0,457509.0,98.0,0.7004,0.0980114346971592,0.9793,25.0103526935
75.21,88.45,29.78,16.71,100.0,0.6334,57070000,10.01,61189,7274,95.45,350600,12621,46.3,2022,38339711.4987328,713.66,1107.95435804886,21.1719566978,311.696607651356,18.2900734913,36405.0,-167023.0,95.01,0.6334,0.05654544013945012,0.8999,21.1719566978
30.33,49.46,21.76,15.34,100.0,0.6084,22120000,16.34,2904,5075,88.33,350700,26288,43.88,2022,20589125.2378622,268.17,651.694982776697,6.58895565528,80.8872376105939,18.2958309408,30742.0,-37201.0,98.34,0.6084,0.010201232501521608,0.8366,6.58895565528
50.33,79.85,25.02,17.06,100.0,0.6415,33140000,9.39,3974,16869,92.57,350800,19026,44.59,2022,30430657.5265509,299.28,989.631834432352,8.32487522984,110.026230306968,17.7976560223,138310.0,105060.0,97.73,0.6415,0.01573005361084831,0.9061,8.32487522984
37.3,47.14,21.52,15.49,100.0,0.6287,35550000,10.87,1028,4199,50.44,350900,13049,43.04,2022,21621329.5693217,230.08,828.631926996918,13.9169683091,168.754937005567,17.0862421427,54143.0,432590.0,97.37,0.6287,0.017632002452295195,0.8913,13.9169683091
291.97,376.74,19.38,13.18,100.0,0.7892,72040000,3.45,3804,2649,94.85,360100,7189,43.15,2022,23975510.7196773,869.12,471.429805562392,20.3790849673,558.251018064112,27.6881628388,395079.0,521574.0,96.5999999999999,0.7892,0.12089581304771178,0.9655,20.3790849673
36.71,101.0,32.9,17.07,100.0,0.6648,11920000,6.33,1965,2137,81.05,360200,5261,51.9,2022,5961004.99729572,243.16,582.551474029011,10.2088184768,238.684375,21.6644557403,69570.0,1845.0,96.67,0.6648,0.04621934993347272,0.9367,10.2088184768
46.62,53.41,24.86,16.02,100.0,0.6936,11600000,6.97,239,6830,98.02,360300,3832,49.14,2022,27238322.4904809,205.68,627.390843046463,10.1224115334,387.366250247868,24.7766259974,85229.0,83159.0,98.49,0.6936,0.05367432150313153,0.9303,10.1224115334
74.43,167.57,33.67,17.96,100.0,0.6272,40270000,6.42,9064,10965,71.86,360400,19083,49.22,2022,35754277.0869896,887.36,581.780435286772,8.78888365027,195.3412890625,26.7579312549,147011.0,314960.0,99.35,0.6272,0.04650002620133103,0.9358,8.78888365027
47.86,85.0,26.65,19.5,100.0,0.7443,12520000,5.9,2220,4801,89.16,360500,3159,49.96,2022,31476382.6773877,253.27,587.905132482829,11.4753632344,287.945615716339,26.007016699,42907.0,171198.0,100.0,0.7443,0.08017410572966129,0.941,11.4753632344
27.54,57.6,33.23,20.66,100.0,0.6604,12380000,6.31,946,697,87.15,360600,3558,47.57,2022,10409929.6018432,344.46,567.971030135564,10.7475975127,253.563551202895,21.8768928193,74833.0,1766506.0,99.25,0.6604,0.09681281618887015,0.9369000000000001,10.7475975127
123.56,222.22,27.67,17.84,100.0,0.57,45240000,9.97,6171,10930,104.31,360700,39364,49.83,2022,30473328.1803317,1204.96,823.526563545605,6.37244742457,173.442117840633,19.3649309987,333250.0,-146839.0,95.37,0.57,0.030610710293669345,0.9003,6.37244742457
47.01,69.39,26.44,20.25,100.0,0.5407,27500000,9.48,2750,5268,95.31,360800,25284,47.37,2022,14362251.0910034,884.21,644.323589280336,5.19686659282,153.716318269696,23.0242041691,183930.0,626921.0,96.67,0.5407,0.034971127986078154,0.9052,5.19686659282
60.94,90.89,29.86,19.01,100.0,0.5803,34730000,10.12,3294,7012,89.23,360900,18669,48.59,2022,50193005.1486692,904.35,598.269714004753,9.29936783457,231.523638418992,24.8809907288,336160.0,-1642.0,97.37,0.5803,0.04844126627028764,0.8988,9.29936783457
79.91,114.56,30.81,19.64,100.0,0.5858,19460000,12.42,2011,808,91.35,361000,18801,50.4,2022,14036678.5587622,641.53,633.508380967844,5.89552397679,167.544291497976,21.1596912559,207879.0,78555.0,96.68,0.5858,0.034122121163767886,0.8758,5.89552397679
69.88,105.51,31.35,23.43,100.0,0.5594,33100000,10.02,6371,22567,150.62,361100,22744,50.36,2022,18407274.9447108,1062.57,589.7297397197,7.9010457861,229.971212071076,22.3370240826,192481.0,574126.0,100.0,0.5594,0.046718695040450224,0.8998,7.9010457861
471.94,805.82,21.41,12.94,100.0,0.7433,120270000,3.5,5694,9986,89.7,370100,10243,41.91,2022,104844936.308502,2571.6,403.023430098385,25.707166634,578.731774693438,39.4066829228,282396.0,242272.0,98.23,0.7433,0.251059259982427,0.965,25.707166634
456.1,761.52,19.96,18.37,100.0,0.7732,149210000,3.2,5983,2353,88.67,370200,11043,45.42,2022,48353782.3342171,3162.3,522.775485312321,27.7285574616,568.192363157565,30.9896633009,494822.0,649710.0,99.53,0.7732,0.28636240152132575,0.968,27.7285574616
176.81,295.65,30.92,18.86,100.0,0.7488,44030000,4.28,12142,3187,70.77,370300,5967,45.67,2022,77852894.6096757,1413.52,436.855694125369,25.0720026792,551.424921974338,38.6270854694,73008.0,1417730.0,98.47,0.7488,0.2368895592425004,0.9572,25.0720026792
109.27,156.73,27.93,15.03,100.0,0.6071,20390000,9.53,7216,4898,98.0,370400,4552,43.13,2022,57891822.9142316,1262.99,420.082904546119,23.8956692913,611.576357728609,41.0765263317,33308.0,567205.0,100.0,0.6071,0.27745826010544816,0.9047000000000001,23.8956692913
78.83,168.51,35.23,26.94,100.0,0.7181,36210000,5.29,8195,2385,73.34,370500,7147,43.87,2022,26346179.8754789,1955.82,345.999367223228,22.5149396058,203.692263773908,33.9715908489,58095.0,1512317.0,98.22,0.7181,0.27365607947390513,0.9471,22.5149396058
187.57,397.7,29.57,18.65,100.0,0.6823,95160000,6.96,7556,8886,68.7,370600,13749,44.18,2022,70525405.530166,2684.67,555.207121055597,19.3872106155,363.578673602081,27.9300537472,320358.0,626065.0,98.12,0.6823,0.19526292821296096,0.9304,19.3872106155
160.86,199.0,25.22,18.66,100.0,0.6566,73060000,8.85,20123,4625,96.43,370700,15884,42.72,2022,129872013.528796,3998.96,454.404406786879,22.3198577578,419.468637252771,34.9197473122,164943.0,833156.0,98.5,0.6566,0.25176026189876605,0.9115,22.3198577578
177.41,248.94,34.74,18.3,100.0,0.6198,53170000,11.49,11611,3540,94.72,370800,11195,43.63,2022,94883709.9462455,2435.11,403.956193586699,21.9911615034,536.703885944991,43.133239972,77987.0,1375905.0,98.0,0.6198,0.21751764180437697,0.8851,21.9911615034
112.57,163.88,28.17,23.37,100.0,0.6545,31980000,10.97,6416,6563,84.9,370900,7759,45.8,2022,66467963.7450415,1702.48,414.377933850549,19.1106949109,521.249284180387,41.1374925574,49428.0,651704.0,98.3,0.6545,0.21942002835416935,0.8903,19.1106949109
86.33,197.75,41.16,25.59,100.0,0.7176,34080000,10.41,2247,916,95.45,371000,5626,46.05,2022,19756875.3895729,1247.13,605.850554197689,22.7798319328,354.41243902439,24.0174890971,77567.0,310950.0,98.47,0.7176,0.22167259153928193,0.8959,22.7798319328
77.88,126.01,23.49,19.28,100.0,0.6255,23070000,9.02,8044,13451,95.13,371100,5332,43.91,2022,84035457.5728476,1061.93,494.73860692416,20.6003325942,387.272906016516,34.0511825858,79975.0,307418.0,98.28,0.6255,0.1991616654163541,0.9097999999999999,20.6003325942
187.06,264.85,28.73,21.18,100.0,0.5506,57790000,8.84,7407,15770,93.75,371300,17199,43.91,2022,100004813.061581,3801.29,441.319925740342,21.1542488222,433.433551287291,37.8516932314,90445.0,519884.0,98.39,0.5506,0.22101808244665389,0.9116,21.1542488222
85.62,168.16,28.63,25.58,100.0,0.5526,36330000,10.2,8844,10415,91.32,371400,10356,45.12,2022,34427622.3022797,2613.91,387.27646444451,18.8915976103,389.562736632348,41.2917831581,149240.0,586641.0,98.0,0.5526,0.2524053688682889,0.898,18.8915976103
130.38,166.51,24.68,15.29,100.0,0.5484,27800000,14.39,6157,3350,51.15,371500,8620,42.71,2022,78884261.773419,2213.68,367.823377049179,20.8001620933,490.372294372294,44.6251998623,9714.0,-1761560.0,98.55,0.5484,0.2568074245939675,0.8561,20.8001620933
68.44,152.28,34.6,27.57,100.0,0.6091,29750000,9.98,19570,6577,78.45,371600,9022,41.8,2022,121048297.27855,1996.4,380.37348423915,21.7015563349,300.377117362372,37.5097172575,98567.0,410930.0,98.44,0.6091,0.22128131234759477,0.9002,21.7015563349
98.45,167.88,37.96,15.4,100.0,0.5273,42050000,9.82,6581,4074,97.38,371700,12153,41.76,2022,31455880.2553289,2978.69,401.205169222632,20.5591769547,509.576391698942,46.626370909,45005.0,0.0,0.0,0.5273,0.2450991524726405,0.9017999999999999,20.5591769547
449.55,729.12,10.28,14.62,100.0,0.794,129350000,1.44,7923,6290,77.56,410100,7581,39.34,2022,102521049.574314,2567.44,377.57091122475,31.6855813953,852.946218487395,48.9740753451,854910.0,-38400.0,99.6,0.794,0.33866772193642003,0.9856,31.6855813953
99.77,141.15,22.26,15.79,100.0,0.5353,26570000,14.36,1317,267,93.85,410200,6242,46.28,2022,17763804.3231409,1418.83,357.337475128285,20.0371914075,561.708073830823,49.7819615657,226861.0,-9.0,97.43,0.5353,0.22730374879846202,0.8564,20.0371914075
243.29,294.57,13.95,16.29,100.0,0.6648,56750000,4.54,4337,3764,61.92,410300,15234,44.95,2022,57486484.0728146,1418.5,503.811143291141,12.9199894723,323.983322463431,42.3302592086,362134.0,168092.0,99.7,0.6648,0.09311408691085729,0.9546,12.9199894723
90.45,73.4,14.9,12.29,100.0,0.5508,28390000,7.53,2494,11180,68.64,410400,7909,44.43,2022,56560724.7256071,1448.88,427.529561368209,17.0287087391,466.789867483999,45.7350484183,94750.0,246717.0,99.88,0.5508,0.18319382981413582,0.9247,17.0287087391
77.79,92.6,20.43,13.41,100.0,0.547,25120000,9.48,2064,9135,68.68,410500,7346,42.45,2022,51734908.6045373,1500.06,356.876152058577,19.5726158038,520.418262848473,48.9421720708,96306.0,633411.0,99.52,0.547,0.2042009256738361,0.9052,19.5726158038
48.74,65.5,21.31,21.89,100.0,0.6229,11070000,7.81,2390,1079,89.14,410600,2139,48.61,2022,19095094.4796523,491.45,346.315429831008,22.5797101449,543.052768729642,50.9350736553,72017.0,-207809.0,100.0,0.6229,0.22975689574567554,0.9218999999999999,22.5797101449
79.16,128.47,16.78,12.97,100.0,0.5901,34640000,9.79,7620,3618,80.32,410700,8277,42.0,2022,45346313.3798907,1914.05,359.271843946953,21.8809379911,509.494888043938,49.0426143372,137808.0,556112.0,99.41,0.5901,0.23124924489549353,0.9021,21.8809379911
81.41,117.79,25.17,17.28,100.0,0.6435,22350000,6.5,5638,2376,69.52,410800,3974,45.81,2022,51845454.3542527,1063.63,401.720991790918,23.652335063,657.738208797032,48.334776722,72652.0,-145013.0,99.3,0.6435,0.2676472068444892,0.935,23.652335063
61.4,66.0,18.9,15.8,100.0,0.5163,18900000,12.67,2503,572,90.91,410900,4269,43.86,2022,18230424.6839693,1180.74,359.799366557278,23.4685150376,627.229554056278,48.9113746169,70903.0,37411.0,99.26,0.5163,0.27658468025298666,0.8733,23.4685150376
61.43,124.0,37.3,16.4,100.0,0.5517,37470000,5.16,2844,4929,96.78,411000,4985,42.27,2022,26557481.0779912,1116.73,413.384164411803,21.6304914744,644.008411747933,48.2630473822,114399.0,560179.0,98.43,0.5517,0.22401805416248746,0.9484,21.6304914744
61.3,68.49,19.17,19.01,99.78,0.565,18130000,9.21,1157,122,98.35,411100,2695,42.93,2022,10993548.0364301,566.49,402.252874902876,21.1555885629,716.212918660287,49.2549088016,112324.0,279949.0,97.05,0.565,0.2102003710575139,0.9078999999999999,21.1555885629
52.52,61.2,13.26,13.65,100.0,0.5861,16760000,9.48,921,909,36.46,411200,9932,44.98,2022,25959927.299133,447.37,533.462801618933,7.89106117102,169.075311720698,38.8581912545,109087.0,-2016046.0,98.99,0.5861,0.045043294401933144,0.9052,7.89106117102
133.18,167.44,15.89,17.4,100.0,0.5222,45550000,16.09,2748,4142,76.44,411300,26512,45.54,2022,77909649.2593678,2424.9,426.272743941141,10.4564438916,295.703448462978,40.2100097691,162832.0,745996.0,99.18,0.5222,0.09146424260712131,0.8391,10.4564438916
107.5,162.83,14.51,14.53,100.0,0.4781,32630000,18.47,4011,2601,92.83,411400,10699,43.2,2022,36270119.7793164,2396.0,403.817185821698,18.9519842756,516.703328700946,44.7550236123,147538.0,150940.0,97.6,0.4781,0.22394616319282176,0.8153,18.9519842756
62.2,107.19,14.54,15.25,100.0,0.5176,31960000,18.57,568,2012,64.99,411500,18916,46.07,2022,36659080.4374801,1835.22,419.467527329686,10.0015326075,248.120620023847,37.5767358998,193868.0,671654.0,100.0,0.5176,0.09701945443011208,0.8143,10.0015326075
67.14,114.68,23.75,14.84,100.0,0.443,36170000,17.43,1482,485,95.97,411600,11959,44.0,2022,21690577.3699206,2346.85,401.280520229696,18.913994656,564.995820646009,45.2653502925,117126.0,21065.0,99.0,0.443,0.19624132452546197,0.8257,18.913994656
50.64,105.6,27.47,18.56,100.0,0.4581,32570000,17.64,2260,1122,80.78,411700,15082,46.12,2022,23125451.7795913,2090.75,417.223581794201,15.0100185775,364.983641059983,43.4480634372,260669.0,123709.0,99.26,0.4581,0.13862551385757857,0.8236,15.0100185775
713.9,925.97,13.23,15.17,100.0,0.8466,188660000,2.52,13432,12329,96.99,420100,8578,43.09,2022,100683432.174414,1371.61,437.38220569184,30.354032917,889.86771030449,34.6747114298,1777569.0,712225.0,97.4,0.8466,0.1598985777570529,0.9748,30.354032917
62.01,85.42,33.45,15.72,100.0,0.6704,20420000,6.9,3271,9213,70.44,420200,4575,41.46,2022,92440565.5542108,396.42,547.374674479169,16.7398249453,420.588273615635,30.4978650437,78126.0,723432.0,98.29,0.6704,0.08664918032786885,0.931,16.7398249453
60.69,115.74,24.63,15.37,100.0,0.6263,23050000,9.76,714,1338,78.86,420300,23687,43.81,2022,8477566.11943579,318.52,525.120011016177,3.84988403964,107.978611586409,29.7187733432,123423.0,15879.0,97.01,0.6263,0.01344703845991472,0.9024,3.84988403964
90.46,203.53,31.25,16.31,100.0,0.6387,55030000,10.68,10703,9073,42.05,420500,21214,45.18,2022,48230879.1768537,439.07,576.172699319765,7.68912429379,148.99134485036,28.530181976,230945.0,151042.0,98.06,0.6387,0.020697181106816252,0.8932,7.68912429379
131.7,206.0,21.8,16.79,100.0,0.632,58280000,10.39,3202,4343,75.34,420600,19724,44.44,2022,45064813.3966491,1180.89,407.953948403336,8.17181868941,214.35837020649,36.99122656,103529.0,415524.0,97.5,0.632,0.05987071587913203,0.8961,8.17181868941
29.65,38.24,18.84,17.16,100.0,0.6712,12650000,9.74,1554,7492,87.67,420700,1585,45.19,2022,33826291.5644235,182.63,452.853108929406,27.9284818068,512.486461251167,33.5201022698,18161.0,489865.0,99.81,0.6712,0.11522397476340694,0.9026,27.9284818068
45.63,71.22,25.46,14.38,100.0,0.6035,22010000,13.36,2463,4001,30.8,420800,12342,43.15,2022,20816616.7181321,423.0,415.053793296517,7.97075028358,180.78618636499,37.8997069624,92463.0,149843.0,96.01,0.6035,0.034273213417598446,0.8664000000000001,7.97075028358
53.4,58.2,28.43,14.15,100.0,0.6193,27770000,14.33,3879,1819,81.67,420900,8913,30.05,2022,24495556.7094582,528.2,405.692002357347,13.689190706,419.840828451192,36.2557514076,118659.0,-267791.0,98.14,0.6193,0.05926175249635365,0.8567,13.689190706
84.96,102.31,25.11,16.95,100.0,0.5712,30090000,19.01,5448,14127,28.27,421000,14084,43.3,2022,30452347.6274671,715.8,405.19157997014,11.8485880517,318.279097950366,36.8564740213,171192.0,665581.0,96.95,0.5712,0.05082362965066742,0.8099,11.8485880517
39.11,79.7,54.34,16.4,100.0,0.5805,18760000,13.3,1751,1604,37.76,421200,9758,43.57,2022,22145982.2044971,297.75,588.644323742419,9.26395730706,200.222699716062,28.2803207048,72819.0,99671.0,96.08,0.5805,0.03051342488214798,0.867,9.26395730706
41.37,84.36,18.45,13.52,100.0,0.5832,13290000,14.23,330,702,90.05,421300,9610,42.92,2022,7391910.97165712,263.99,444.739338632752,6.44775964237,173.82751555623,36.0105276468,26029.0,20.0,100.0,0.5832,0.02747034339229969,0.8577,6.44775964237
520.51,441.68,17.43,13.15,100.0,0.8327,139660000,3.23,4088,1959,84.05,430100,11817,46.48,2022,21909167.9850939,862.91,586.799439629216,17.9911280101,478.235878694621,30.2747564616,795282.0,166521.0,97.03,0.8327,0.07302276381484302,0.9677,17.9911280101
146.27,154.05,22.74,12.17,100.0,0.7247,36170000,7.59,1616,10507,87.3,430200,11247,41.1,2022,25165282.2112149,424.1,647.424135951004,7.7095601277,277.828114409652,26.2472383613,405891.0,-85150.0,92.98,0.7247,0.03770783319996444,0.9241,7.7095601277
67.52,90.47,17.31,14.4,100.0,0.6558,26980000,6.75,1672,8594,71.5,430300,5006,41.95,2022,34445660.1163376,243.25,586.253177298833,14.0946107784,438.178923426838,32.1266365632,161418.0,191887.0,98.1,0.6558,0.04859168997203356,0.9325,14.0946107784
95.61,146.0,16.81,14.61,100.0,0.5578,40900000,11.52,2788,8501,74.72,430400,15297,64.64,2022,14570517.375707,684.91,584.410702789164,8.26505158678,377.407790779078,29.4224771639,158531.0,48478.0,97.6,0.5578,0.04477413872001046,0.8848,8.26505158678
62.35,78.0,21.17,14.46,100.0,0.5365,25990000,16.74,1735,3033,76.89,430500,20819,43.27,2022,16779440.98352,373.15,663.120581260035,5.67925253399,274.338701984811,26.2695279842,76091.0,-84699.0,99.7,0.5365,0.017923531389596042,0.8326,5.67925253399
93.5,124.63,26.05,13.81,100.0,0.5487,47110000,10.31,5891,5737,71.12,430600,14856,43.96,2022,31769356.8365404,520.96,561.662108708996,9.73380423814,291.981162567547,30.7484887223,181352.0,496188.0,97.96,0.5487,0.03506731287022079,0.8969,9.73380423814
68.22,130.6,27.51,13.46,100.0,0.577,42750000,11.58,273,8568,100.44,430700,18177,39.46,2022,28633130.8792748,491.41,542.317693833549,8.56639700622,248.318002466091,33.1222308092,136301.0,765663.0,98.22,0.577,0.027034714199262806,0.8842,8.56639700622
25.21,38.89,16.13,10.59,100.0,0.5299,5920000,14.81,103,2205,98.86,430800,9537,38.95,2022,2436900.58467261,106.62,735.42780228915,4.52183956321,122.984277965569,24.6486829535,23605.0,40761.0,96.33,0.5299,0.011179616231519347,0.8519,4.52183956321
39.53,94.64,40.6,18.47,100.0,0.519,21080000,16.54,305,2042,98.35,430900,12321,42.01,2022,14121786.3310247,325.88,517.816804603142,7.23253549696,279.738184041577,32.2865378433,115230.0,60477.0,99.39,0.519,0.02644915185455726,0.8346,7.23253549696
53.13,81.03,21.02,14.6,100.0,0.5953,29800000,10.63,3719,37119,40.42,431000,19340,46.75,2022,24078150.3566605,505.7,762.368593789448,6.09827755651,192.74951301928,23.0041176,176954.0,821536.0,95.4,0.5953,0.026147880041365045,0.8936999999999999,6.09827755651
52.57,75.91,21.86,12.31,100.0,0.4858,24100000,17.9,747,5083,85.87,431100,22262,40.42,2022,15555175.315743,574.32,659.777820646933,5.67668296183,189.938855743698,25.6042351863,151942.0,-10138.0,98.89,0.4858,0.025798221184080497,0.821,5.67668296183
37.82,66.3,11.61,10.41,100.0,0.4877,18780000,15.03,1417,2386,90.74,431200,27577,40.17,2022,9329138.09738975,304.4,698.235847273941,3.98300838689,136.500275194012,25.2415864752,90374.0,119176.0,96.89,0.4877,0.011038183993907966,0.8497,3.98300838689
47.3,54.3,24.04,9.75,100.0,0.485,19290000,11.4,1955,9920,92.8,431300,8108,41.1,2022,33935322.1721325,300.37,602.538023527608,9.7477799704,376.342726081258,29.0082855332,53273.0,103251.0,97.93,0.485,0.03704612728169709,0.886,9.7477799704
756.91,1366.02,16.36,23.66,100.0,0.8648,288390000,1.1,14171,4670,92.47,440100,7215,44.2,2022,64725215.6850394,1532.73,832.002280612246,39.6190540541,1463.25476320087,20.5346084029,1982136.0,540000.0,98.9,0.8648,0.21243659043659044,0.989,39.6190540541
60.96,125.66,16.51,16.79,100.0,0.5854,15640000,14.36,8244,9220,63.18,440200,18412,43.19,2022,37636436.025763,419.54,933.001615516901,7.24889951633,126.933534102477,20.7905262904,28979.0,277617.0,100.0,0.5854,0.022786226374103845,0.8564,7.24889951633
1766.18,962.17,8.3,12.58,100.0,0.9979,323880000,0.08,8205,1019,62.98,440300,1943,43.09,2022,23930837.2347964,854.62,838.080910728072,56.0576923077,4411.57154471545,17.8762283834,4587417.0,-84614.0,98.45,0.9979,0.4398455995882656,0.9992,56.0576923077
202.49,152.85,24.5,22.25,100.0,0.9076,40450000,1.5,4049,2935,93.16,440400,1579,47.01,2022,34207310.4886508,339.44,585.756210359407,44.162397541,818.438925494171,17.8621739875,418396.0,-186200.0,99.2,0.9076,0.21497150094996834,0.985,44.162397541
247.71,279.61,14.58,15.34,100.0,0.7075,30170000,4.54,5364,609,94.71,440500,2177,45.25,2022,26938312.3489947,538.67,870.436144290492,44.7169650469,2106.45918747671,18.2031535544,33417.0,450934.0,99.0,0.7075,0.24743683968764352,0.9546,44.7169650469
148.44,163.82,22.88,19.58,100.0,0.9522,126980000,1.74,15242,3429,90.12,440600,3796,46.42,2022,38426368.6310505,1418.91,522.734081820979,48.0709014233,1579.92677345538,21.7128154937,835955.0,608297.0,100.0,0.9522,0.37379083245521605,0.9826,48.0709014233
100.96,198.84,25.66,20.79,100.0,0.6785,37730000,8.6,11583,2869,89.93,440700,9366,43.76,2022,32862581.1409578,693.37,821.546729719397,22.2059217992,399.12950987066,19.3777754064,159334.0,345626.0,96.94,0.6785,0.07403053598120862,0.914,22.2059217992
90.35,111.65,17.17,20.04,100.0,0.4731,37130000,18.39,4657,6483,96.97,440800,12338,44.68,2022,52455060.7577876,734.7,721.109622037824,19.9538324948,467.335968379447,19.180353578,11676.0,-205915.0,98.26,0.4731,0.05954773869346734,0.8161,19.9538324948
86.99,135.2,22.22,18.28,100.0,0.4584,39050000,17.9,2298,1128,99.26,440900,11342,44.15,2022,21818223.4516596,372.95,900.943631915184,14.9651884895,430.64285215448,20.5588972689,24730.0,-129532.0,100.0,0.4584,0.03288220772350555,0.821,14.9651884895
