Citycode,Year,UER,UI,C,T,D,UI_normalized,UER_normalized,C2,T2,D2
110000,2006,0.5970281993401259,0.413019448998905,0.9832655143721475,0.5050238241695154,0.7046790122050092,0.4217714606862891,0.9653562791257281,0.9200171997287425,0.6935638699060086,0.7988057895533531
120000,2006,0.2510357404104968,0.4665161256883482,0.9538449970402076,0.3587759330494225,0.5849928450824199,0.4795566945206773,0.3539260541916002,0.9885750070884803,0.4167413743561388,0.6418567652585606
130100,2006,0.2053718591458946,0.2785047132462122,0.9885124466755603,0.2419382861960534,0.4890388606564438,0.2764733610536036,0.273229852663521,0.9999825920639008,0.2748516068585622,0.5242583544964766
130200,2006,0.1993561919572326,0.2991770023953917,0.9797491217457993,0.2492665971763122,0.4941849144440326,0.2988028427392042,0.2625990985896569,0.9979184761524332,0.2807009706644306,0.529260507595227
130300,2006,0.1486663406112127,0.209242518712749,0.9855731020377627,0.1789544296619808,0.4199674658415304,0.2016587677989004,0.1730211138374569,0.9970747714732175,0.1873399408181786,0.4321943181939017
130400,2006,0.1562424651630137,0.2903365031289178,0.9538544096653419,0.2232894841459657,0.4615036934679168,0.2892536455004393,0.1864094736680935,0.9763463946823764,0.2378315595842664,0.4818775630196796
130500,2006,0.05595939878613539,0.2611485856260784,0.7624356194060194,0.1585539922061069,0.3476883824014836,0.2577258807416756,0.009191455617677655,0.3646904383253949,0.1334586681796766,0.2206152764356306
130600,2006,0.1384864145611732,0.2061864610595076,0.9805202023104302,0.1723364378103404,0.4110709900579873,0.1983577215090704,0.155031373558596,0.9924558699314695,0.1766945475338332,0.4187619143198648
130700,2006,0.08098998970777652,0.09443846557383295,0.9970572352476103,0.08771422764080473,0.2957297842683761,0.0776514561993575,0.05342496256982174,0.9827710256012326,0.06553820938458962,0.2537893875893188
130800,2006,0.09454849797073303,0.070675499779321,0.9895064526628339,0.08261199887502702,0.28591101055086,0.05198353400288558,0.07738525864863553,0.9805336226325229,0.06468439632576056,0.2518436528028766
130900,2006,0.112435149559539,0.264846536709715,0.9147711749142361,0.188640843134627,0.4154072769115568,0.261720277801451,0.1089941539352416,0.9111938733646292,0.1853572158683463,0.4109700226089029
131000,2006,0.134493910004506,0.3398561894996894,0.9014256283681729,0.2371750497520977,0.4623804367142249,0.3427430738803012,0.1479759077640943,0.9178611508137446,0.2453594908221978,0.4745586840519693
131100,2006,0.08370291396682186,0.2606657052828053,0.8578644349697668,0.1721843096248136,0.384331621762964,0.2572042903312647,0.05821918234868323,0.7759042702071812,0.157711736339974,0.3498131067984372
140100,2006,0.1616675974657719,0.271046993663192,0.9675251106663674,0.2163572955644819,0.4575271755147462,0.2684177939297273,0.1959966475459135,0.9877664074705778,0.2322072207378204,0.4789222193811061
140200,2006,0.0888784831132532,0.1566362596730846,0.9611626556253494,0.1227573713931689,0.3434964353320796,0.1448353318795758,0.06736533373346897,0.9309765590715338,0.1061003328065224,0.3142879615138969
140300,2006,0.0700410914149187,0.1695120768243301,0.9097139437024806,0.1197765841196244,0.3300945753911679,0.1587433379640056,0.03407631154230172,0.7628738893912637,0.09640982475315364,0.2711983369878371
140400,2006,0.1217640733163883,0.1283446457391855,0.9996538097220332,0.1250543595277869,0.3535690412413126,0.1142757227993129,0.1254800217737769,0.9989074567292194,0.1198778722865449,0.3460446510551243
140500,2006,0.09557058801404245,0.127252819404069,0.989840046186018,0.1114117037090557,0.3320839742369912,0.1130963702864922,0.07919147357891733,0.9843322438928841,0.0961439219327048,0.3076321868931819
140600,2006,0.07108133106337494,0.1101857306554799,0.9764534730471912,0.09063353085942741,0.2974885308414724,0.0946610996259487,0.03591460005358504,0.8930770390220942,0.06528784983976686,0.2414685893010064
140700,2006,0.1233953781993448,0.1252490712597612,0.9999722096414864,0.124322224729553,0.3525886693731898,0.1109319918198408,0.1283628277014202,0.9973434555723732,0.1196474097606305,0.3454411109016281
140800,2006,0.1220509583141118,0.1678010581352917,0.987464778890253,0.1449260082247018,0.378297936376941,0.1568951555878356,0.1259869985998932,0.9940130293931062,0.1414410770938644,0.3749590291254446
140900,2006,0.05590941378486713,0.0794262306533983,0.984786861911863,0.06766782221913271,0.2581441114873426,0.06143576657269195,0.009103123228401518,0.6705130383329054,0.03526944490054673,0.1537810868103766
141000,2006,0.07651978827691133,0.1382995287898984,0.9577538228467946,0.1074096585334049,0.3207366693582718,0.1250286383162679,0.04552532141917266,0.8847069721188524,0.08527697986772026,0.274672784691551
141100,2006,0.06775840391586326,0.1063830143161934,0.9750921229980859,0.08707070911602832,0.2913794134850587,0.09055353881152375,0.03004239665490916,0.8650024279149132,0.06029796773321645,0.228381016040229
150100,2006,0.1341874633648625,0.1309786837216542,0.9999267800319348,0.1325830735432584,0.3641062562149235,0.1171209182425591,0.1474343620368054,0.9934137191713464,0.1322776401396822,0.3625002378680195
150200,2006,0.2046296081977673,0.1451365512287473,0.9854278753161576,0.1748830797132573,0.4151321014696182,0.132413750155146,0.2719181631961405,0.9385936819817233,0.2021659566756432,0.4356049697231995
150300,2006,0.1570709389604802,0.3044044164370253,0.9476650786719899,0.2307376776987528,0.4676131301503207,0.3044493120423072,0.1878735342487896,0.9715615232790293,0.2461614231455484,0.4890408645949975
150400,2006,0.1442961050761918,0.05571666455451095,0.8965863673770702,0.1000063848153513,0.2994400796087746,0.03582552485450968,0.1652981302081043,0.7652389974565247,0.100561827531307,0.2774055372238509
150500,2006,0.07026722853631719,0.08634373050152266,0.9947172815190459,0.07830547951891992,0.2790910491490283,0.0689078072864302,0.03447593606426495,0.9429094558528351,0.05169187167534758,0.2207730839423515
150700,2006,0.1115825036504295,0.1030141956997597,0.9992025797603084,0.1072983496750946,0.3274336387718558,0.0869146590989326,0.1074873769331971,0.9943847022889493,0.09720101801606486,0.3108942028441307
150800,2006,0.06810229685462302,0.0636527752080103,0.9994295916863398,0.06587753603131666,0.2565929830238562,0.04439783323378018,0.03065011665421095,0.9830783148957906,0.03752397494399556,0.19206510889835
150900,2006,0.1430254837259639,0.05335212029045267,0.8896528885154382,0.09818880200820827,0.2955570187399936,0.03327142707375291,0.1630527162462528,0.7503364048893824,0.09816207166000283,0.2713937654881933
210100,2006,0.1788087766747494,0.2950176806333374,0.9694582857506469,0.2369132286540434,0.4792467970916446,0.2943100892545715,0.2262881605222497,0.9914270939356447,0.2602991248884106,0.5080035481589753
210200,2006,0.1987878649406109,0.2791421930007068,0.9857648503041235,0.2389650289706589,0.4853486643756034,0.277161944325645,0.2615947636492822,0.9995824627449913,0.2693783539874636,0.5189083526876214
210300,2006,0.1492747834704287,0.2236463885233438,0.9799121102673786,0.1864605859968863,0.4274517356449741,0.2172173227715227,0.1740963406080661,0.9939099378338344,0.1956568316897944,0.4409821645163992
210400,2006,0.08975541713978444,0.1650609088582406,0.955333917439322,0.1274081629990125,0.3488801219209749,0.1539353424458956,0.06891503215970962,0.9243634820012662,0.1114251873028026,0.3209320397184767
210500,2006,0.1353002980125261,0.1640232987611249,0.9953852204701913,0.1496617983868255,0.3859677994123805,0.1528145524118001,0.1494009388259077,0.9999362061034536,0.1511077456188539,0.3887133981058057
210600,2006,0.09810410754098547,0.119513403782331,0.9951488824869624,0.1088087556616582,0.3290606503389552,0.1047365249817109,0.0836686532811167,0.9937282361132789,0.09420258913141383,0.3059604104044571
210700,2006,0.1407102790364027,0.1973592049586212,0.9858608728708315,0.169034741997512,0.4082214329149841,0.1888228290732864,0.1589613376986213,0.9963070277915702,0.1738920833859539,0.416232993351973
210800,2006,0.09098625660917546,0.2491106524127417,0.8853425948334452,0.1700484545109586,0.3880092008756353,0.2447229274992982,0.0710901444611619,0.8352989231964403,0.1579065359802301,0.3631792387650568
